CSDUID,CSDNAME,PRUID,province,csd_area_km2,ecozone,ecozone_coverage_pct,road_length_km,total_area_km2_csd,canopy_area_km2_csd,canopy_proportion_csd,total_area_km2_10m_buffer,canopy_area_km2_10m_buffer,canopy_proportion_10m_buffer,total_area_km2_20m_buffer,canopy_area_km2_20m_buffer,canopy_proportion_20m_buffer,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
2439062,Victoriaville,24,Quebec,88.30798226833426,MixedWood Plain,100.0,404.70396400622224,86.15403418560093,19.290363482825896,22.39055160350219,7.418856777275626,0.6806246056463813,9.174251856851754,13.966772842397845,1.8248959222474024,13.065981260235782,47760.0,46130.0,566.4,84.33,3.5,23055.0,,,23106.0,21380.0,21864.0,20674.0,2.1,8.1,5.8,10290.0,2390.0,195.0,1265.0,7645.0,5.0,35.0,50.0,21865.0,,,,,,,,45380.0,1750.0,15.0,115.0,490.0,25.0,355.0,585.0,90.0,0.0,0.0,0.0,55.0,43625.0,,,,,,,47.06,10.93,0.89,5.79,34.96,0.02,0.16,0.23,3.86,0.03,0.25,1.08,0.06,0.78,1.29,0.2,0.0,0.0,0.0,0.12,96.13,48.27,
2441060,East Angus,24,Quebec,8.622241668376322,Atlantic Maritime,100.0,42.17078437180289,8.367282455613358,3.298127450048637,39.41694890240048,0.7571585545026785,0.067909754,8.969026855716615,1.442783328333831,0.1949571834378607,13.51257528481446,3840.0,3659.0,489.8,7.84,4.9,1925.0,,,1718.0,1644.0,1653.0,1599.0,2.2,4.5,3.4,965.0,30.0,0.0,300.0,340.0,0.0,20.0,0.0,1650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.48,1.82,0.0,18.18,20.61,0.0,1.21,0.0,,,,,,,,,,,,,,50.13,
2442098,Richmond,24,Quebec,7.684612041153515,Atlantic Maritime,100.0,37.66194837893622,7.469146130296852,2.705129491891911,36.21738609342752,0.6861888478382563,0.087498887,12.751429537697511,1.2999965963690203,0.2348220348602135,18.063280743664063,3259.0,3232.0,466.8,6.98,0.8,1630.0,,,1720.0,1679.0,1609.0,1572.0,2.0,2.4,2.4,705.0,75.0,30.0,215.0,575.0,0.0,5.0,0.0,1610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79,4.66,1.86,13.35,35.71,0.0,0.31,0.0,,,,,,,,,,,,,,50.02,
2443027,Sherbrooke,24,Quebec,377.35817947588936,Atlantic Maritime,100.0,1415.4068981610412,365.9205236536072,176.8234676036892,48.32291609067447,25.65557587,2.159001930228948,8.415332174041398,48.38745074022068,7.526553545290646,15.55476353920504,172950.0,161323.0,489.4,353.4,7.2,84805.0,,,86019.0,80341.0,80476.0,73506.0,2.1,7.1,9.5,29730.0,4115.0,2385.0,4530.0,36655.0,2445.0,190.0,420.0,80475.0,,,,,,,,167180.0,16125.0,710.0,825.0,5215.0,200.0,2900.0,3410.0,560.0,1630.0,70.0,60.0,300.0,151055.0,,,,,,,36.94,5.11,2.96,5.63,45.55,3.04,0.24,0.52,9.65,0.42,0.49,3.12,0.12,1.73,2.04,0.33,0.97,0.04,0.04,0.18,90.35,49.03,
2446035,Bedford,24,Quebec,4.534628830523025,MixedWood Plain,100.0,25.7587586775296,4.385415931972112,1.525562980316814,34.787190177210206,0.4739488990119447,0.087394447,18.439635043775024,0.9096965451631494,0.2193667192964454,24.114274200865868,2558.0,2560.0,604.3,4.23,-0.1,1225.0,,,1324.0,1281.0,1233.0,1209.0,2.0,3.4,2.0,575.0,35.0,5.0,155.0,460.0,0.0,5.0,0.0,1235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.56,2.83,0.4,12.55,37.25,0.0,0.4,0.0,,,,,,,,,,,,,,47.89,
2447017,Granby,24,Quebec,160.1769882263951,MixedWood Plain,100.0,593.2244335732183,155.3202403183612,61.21258097297319,39.41056288,10.941915994873836,1.049733802850235,9.593692762236737,20.91665131382328,3.603563769154204,17.22820596417698,69025.0,66222.0,452.1,152.69,4.2,33615.0,,,32766.0,30880.0,31850.0,29948.0,2.1,6.1,6.4,12365.0,2510.0,490.0,2260.0,12765.0,515.0,465.0,485.0,31850.0,,,,,,,,66590.0,3635.0,70.0,115.0,1200.0,50.0,525.0,1080.0,160.0,310.0,20.0,0.0,80.0,62955.0,,,,,,,38.82,7.88,1.54,7.1,40.08,1.62,1.46,1.52,5.46,0.11,0.17,1.8,0.08,0.79,1.62,0.24,0.47,0.03,0.0,0.12,94.54,48.7,
2447025,Waterloo,24,Quebec,13.961234726380235,MixedWood Plain,80.02,50.71780994603088,13.52987349964062,5.888212715474556,43.52008698,0.940784348,0.1186099341648601,12.60755819559344,1.819008602270441,0.3102025730053959,17.053386807418548,4920.0,4410.0,402.2,12.23,11.6,2405.0,,,2404.0,2124.0,2242.0,1973.0,2.1,13.2,13.6,935.0,255.0,25.0,195.0,645.0,0.0,140.0,40.0,2240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.74,11.38,1.12,8.71,28.79,0.0,6.25,1.79,,,,,,,,,,,,,,48.88,
2449075,Notre-Dame-du-Bon-Conseil,24,Quebec,4.541145946230405,MixedWood Plain,100.0,16.415530966812224,4.427850370904232,1.292093417013985,29.18105420870671,0.3019641907954341,0.017039918,5.643026168480347,0.5842634317168403,0.0520692,8.911938947,1708.0,1557.0,406.5,4.2,9.7,855.0,,,730.0,675.0,711.0,657.0,2.3,8.1,8.2,510.0,5.0,10.0,35.0,145.0,0.0,0.0,0.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.83,0.7,1.41,4.93,20.42,0.0,0.0,0.0,,,,,,,,,,,,,,50.06,
2452035,Berthierville,24,Quebec,7.021977330018292,MixedWood Plain,100.0,37.043594610368906,6.851925999,1.388640183405577,20.266421201998277,0.661945277,0.047938036,7.241993815310186,1.2338963318485168,0.126465595,10.249288488418411,4386.0,4189.0,647.8,6.77,4.7,2090.0,,,2225.0,2126.0,2166.0,1990.0,1.9,4.7,8.8,810.0,100.0,60.0,165.0,960.0,20.0,50.0,0.0,2170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.33,4.61,2.76,7.6,44.24,0.92,2.3,0.0,,,,,,,,,,,,,,47.65,
2452080,Saint-Gabriel,24,Quebec,13.140487097397326,Boreal Shield,100.0,31.14673073539517,12.849060211208426,1.2238572583004368,9.524877603,0.5702652331755911,0.1096388078749723,19.225932337560785,1.065227491139048,0.2589229070678914,24.306817954071487,2803.0,2640.0,998.6,2.81,6.2,1365.0,,,1502.0,1512.0,1366.0,1281.0,1.9,-0.7,6.6,725.0,25.0,20.0,200.0,360.0,0.0,35.0,0.0,1365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.11,1.83,1.47,14.65,26.37,0.0,2.56,0.0,,,,,,,,,,,,,,48.7,
2453050,Saint-Joseph-de-Sorel,24,Quebec,1.4429729777753182,MixedWood Plain,100.0,9.871745462070386,1.4075783309124457,0.1140383459325734,8.101740658272954,0.1775495034938128,0.018462733,10.39863953813022,0.3260399028011101,0.039896868,12.23680533418387,1581.0,1642.0,1164.5,1.36,-3.7,805.0,,,917.0,931.0,861.0,861.0,1.8,-1.5,0.0,310.0,45.0,0.0,245.0,255.0,0.0,5.0,0.0,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.05,5.23,0.0,28.49,29.65,0.0,0.58,0.0,,,,,,,,,,,,,,50.92,
2453052,Sorel-Tracy,24,Quebec,60.835994634000215,MixedWood Plain,100.0,309.8211367077131,59.324575116052046,22.419388205508916,37.791064093845776,5.515718219445021,0.7558036913764132,13.702724854796164,10.125627727359449,1.744445720253014,17.228025434309828,35165.0,34755.0,614.0,57.28,1.2,17320.0,,,17749.0,17368.0,17069.0,16524.0,2.0,2.2,3.3,8985.0,975.0,375.0,1425.0,5050.0,150.0,75.0,30.0,17070.0,,,,,,,,33715.0,830.0,10.0,60.0,420.0,10.0,65.0,150.0,45.0,10.0,0.0,15.0,0.0,32885.0,,,,,,,52.64,5.71,2.2,8.35,29.58,0.88,0.44,0.18,2.46,0.03,0.18,1.25,0.03,0.19,0.44,0.13,0.03,0.0,0.04,0.0,97.54,49.25,
2454025,Sainte-Madeleine,24,Quebec,5.525840744457855,MixedWood Plain,100.0,19.42162532522267,5.367350139495515,0.4269592616628039,7.954749561073624,0.3474490365156548,0.012430322,3.577595846034356,0.6585335922899629,0.03673108,5.577707816,2268.0,2233.0,422.9,5.36,1.6,1175.0,,,983.0,973.0,957.0,926.0,2.4,1.0,3.3,600.0,35.0,10.0,80.0,210.0,5.0,15.0,0.0,955.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.83,3.66,1.05,8.38,21.99,0.52,1.57,0.0,,,,,,,,,,,,,,51.81,
2456083,Saint-Jean-sur-Richelieu,24,Quebec,241.0870129316303,MixedWood Plain,100.0,869.9205186403016,233.5968869811723,30.38215076826293,13.006231016559614,15.100995337129644,1.4880385065510402,9.853910112085911,27.445448873542084,3.387385545045307,12.342248657156448,97873.0,95114.0,431.3,226.93,2.9,48115.0,,,44255.0,42036.0,42913.0,40843.0,2.2,5.3,5.1,21495.0,1395.0,935.0,1960.0,15780.0,160.0,475.0,710.0,42915.0,,,,,,,,95695.0,3940.0,150.0,240.0,1295.0,60.0,695.0,760.0,320.0,225.0,50.0,25.0,85.0,91760.0,,,,,,,50.09,3.25,2.18,4.57,36.77,0.37,1.11,1.65,4.12,0.16,0.25,1.35,0.06,0.73,0.79,0.33,0.24,0.05,0.03,0.09,95.89,49.16,
2457005,Chambly,24,Quebec,28.405278591970152,MixedWood Plain,100.0,174.83063212997703,27.55138012636018,5.176740811697044,18.789406512322493,3.1453900271246784,0.3618175285815172,11.503105352955814,5.847815179438649,0.790135219,13.511631174834063,31444.0,29120.0,1253.7,25.08,8.0,15360.0,,,12609.0,11546.0,12405.0,11246.0,2.5,9.2,10.3,6760.0,930.0,300.0,300.0,4085.0,0.0,30.0,0.0,12405.0,,,,,,,,30895.0,3040.0,50.0,305.0,1105.0,30.0,595.0,445.0,120.0,215.0,0.0,40.0,100.0,27855.0,,,,,,,54.49,7.5,2.42,2.42,32.93,0.0,0.24,0.0,9.84,0.16,0.99,3.58,0.1,1.93,1.44,0.39,0.7,0.0,0.13,0.32,90.16,48.85,
2457020,Saint-Basile-le-Grand,24,Quebec,37.95021479802752,MixedWood Plain,100.0,111.81039713497869,36.84270937451619,4.054999706053211,11.006247300742825,2.0863058147621745,0.2337504662481667,11.204036560422129,3.914651602455296,0.5207906692411747,13.303627554353271,17053.0,17059.0,475.8,35.84,0.0,8380.0,,,6635.0,6447.0,6561.0,6391.0,2.6,2.9,2.7,4525.0,355.0,55.0,120.0,1295.0,0.0,30.0,185.0,6560.0,,,,,,,,16900.0,970.0,35.0,100.0,235.0,0.0,190.0,300.0,40.0,0.0,0.0,0.0,25.0,15930.0,,,,,,,68.98,5.41,0.84,1.83,19.74,0.0,0.46,2.82,5.74,0.21,0.59,1.39,0.0,1.12,1.78,0.24,0.0,0.0,0.0,0.15,94.26,49.14,
2457025,McMasterville,24,Quebec,3.4747992010674915,MixedWood Plain,100.0,35.343611425093066,3.3740295042560056,0.3942746488550382,11.685572054355172,0.6220954836069778,0.03351623,5.387634434593912,1.1382656375422249,0.076753803,6.743048380948068,5936.0,5698.0,1904.0,3.12,4.2,2890.0,,,2459.0,2332.0,2408.0,2285.0,2.3,5.4,5.4,1255.0,150.0,5.0,430.0,550.0,0.0,15.0,0.0,2410.0,,,,,,,,5585.0,120.0,0.0,20.0,20.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,5470.0,,,,,,,52.07,6.22,0.21,17.84,22.82,0.0,0.62,0.0,2.15,0.0,0.36,0.36,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,97.94,48.69,
2457030,Otterburn Park,24,Quebec,5.894538672609087,MixedWood Plain,100.0,57.37093639948091,5.723047648,1.784074020960781,31.17349585107054,1.0324741090265734,0.2023612784828516,19.59964678181033,1.9663707450096064,0.5013752031520248,25.49749097032948,8479.0,8421.0,1578.2,5.37,0.7,4170.0,,,3381.0,3301.0,3335.0,3255.0,2.5,2.4,2.5,2775.0,65.0,15.0,60.0,410.0,0.0,5.0,0.0,3335.0,,,,,,,,8480.0,285.0,10.0,45.0,145.0,0.0,10.0,35.0,15.0,0.0,0.0,0.0,20.0,8190.0,,,,,,,83.21,1.95,0.45,1.8,12.29,0.0,0.15,0.0,3.36,0.12,0.53,1.71,0.0,0.12,0.41,0.18,0.0,0.0,0.0,0.24,96.58,49.18,
2457035,Mont-Saint-Hilaire,24,Quebec,46.991923641810295,MixedWood Plain,100.0,173.79605123162747,45.63654822528587,22.01859487729989,48.24772191052792,3.113525327788332,0.4810130291239065,15.449144570331477,5.7692741810056205,1.248908602644843,21.64758622075317,18859.0,18585.0,427.8,44.08,1.5,9030.0,,,7917.0,7702.0,7766.0,7499.0,2.4,2.8,3.6,4890.0,405.0,225.0,120.0,2105.0,0.0,15.0,0.0,7765.0,,,,,,,,18310.0,695.0,25.0,115.0,175.0,25.0,45.0,115.0,140.0,0.0,10.0,0.0,0.0,17620.0,,,,,,,62.97,5.22,2.9,1.55,27.11,0.0,0.19,0.0,3.8,0.14,0.63,0.96,0.14,0.25,0.63,0.76,0.0,0.05,0.0,0.0,96.23,47.88,
2457040,Beloeil,24,Quebec,26.23706456945267,MixedWood Plain,100.0,157.80044586938203,25.484346840606715,1.836683700863422,7.207105257007621,2.8417364314175955,0.3055826913940925,10.753379096514347,5.327049531366537,0.6782548774487253,12.732280288648528,24104.0,22458.0,988.8,24.38,7.3,11675.0,,,10338.0,9273.0,10140.0,9098.0,2.3,11.5,11.5,6015.0,400.0,525.0,260.0,2910.0,5.0,25.0,5.0,10140.0,,,,,,,,23745.0,1070.0,65.0,65.0,465.0,0.0,110.0,210.0,115.0,0.0,0.0,0.0,15.0,22670.0,,,,,,,59.32,3.94,5.18,2.56,28.7,0.05,0.25,0.05,4.51,0.27,0.27,1.96,0.0,0.46,0.88,0.48,0.0,0.0,0.0,0.06,95.47,48.44,
2458007,Brossard,24,Quebec,46.69704214545803,MixedWood Plain,100.0,480.9757979131995,45.30003136,11.341395099656168,25.03617493957908,8.112752285525826,0.7484209872218239,9.225241457909435,14.10507828805297,1.5446420335052111,10.95096391498604,91525.0,85721.0,2025.3,45.19,6.8,44385.0,,,37275.0,34249.0,35885.0,33257.0,2.5,8.8,7.9,13920.0,3570.0,2155.0,645.0,12325.0,3250.0,15.0,5.0,35885.0,,,,,,,,89145.0,44830.0,4435.0,14400.0,5760.0,825.0,6600.0,4615.0,2475.0,3150.0,590.0,100.0,1585.0,44315.0,,,,,,,38.79,9.95,6.01,1.8,34.35,9.06,0.04,0.01,50.29,4.98,16.15,6.46,0.93,7.4,5.18,2.78,3.53,0.66,0.11,1.78,49.71,48.49,
2458012,Saint-Lambert,24,Quebec,7.795760400972595,MixedWood Plain,100.0,121.62416882635686,7.566008745248227,2.4518360326936395,32.40593706997096,2.014315457481679,0.6155193267779261,30.55724586194933,3.5256159621558942,1.1613518028911962,32.94039439794901,22761.0,21861.0,3009.8,7.56,4.1,10325.0,,,11058.0,10446.0,10552.0,9814.0,2.1,5.9,7.5,3025.0,720.0,490.0,185.0,3660.0,2445.0,20.0,0.0,10555.0,,,,,,,,21795.0,2925.0,155.0,360.0,580.0,25.0,550.0,650.0,175.0,195.0,50.0,30.0,130.0,18865.0,,,,,,,28.66,6.82,4.64,1.75,34.68,23.16,0.19,0.0,13.42,0.71,1.65,2.66,0.11,2.52,2.98,0.8,0.89,0.23,0.14,0.6,86.56,45.36,
2458033,Boucherville,24,Quebec,73.39198352314499,MixedWood Plain,100.0,392.3746294494538,71.29181108825911,12.634094645659813,17.721663193573285,7.051429366177965,1.0186731254911905,14.44633524,13.05783128573666,2.1405589157762788,16.392912949598724,41743.0,41671.0,587.8,71.02,0.2,20090.0,,,17733.0,17134.0,17291.0,16888.0,2.4,3.5,2.4,10220.0,1345.0,805.0,225.0,4395.0,285.0,15.0,0.0,17295.0,,,,,,,,40880.0,3545.0,55.0,485.0,825.0,35.0,550.0,955.0,290.0,170.0,35.0,0.0,100.0,37330.0,,,,,,,59.09,7.78,4.65,1.3,25.41,1.65,0.09,0.0,8.67,0.13,1.19,2.02,0.09,1.35,2.34,0.71,0.42,0.09,0.0,0.24,91.32,48.13,
2458037,Saint-Bruno-de-Montarville,24,Quebec,45.10082313651883,MixedWood Plain,100.0,238.04415767974567,43.78737700803698,17.09178691072727,39.03359387704394,4.162838452553027,0.9754347723424204,23.431963153511184,7.623438509,2.0370226810391663,26.72052353540051,26273.0,26197.0,613.2,42.85,0.3,12920.0,,,10629.0,10362.0,10446.0,10187.0,2.5,2.6,2.5,7385.0,495.0,215.0,85.0,2095.0,150.0,20.0,5.0,10445.0,,,,,,,,25925.0,1915.0,90.0,315.0,455.0,35.0,280.0,430.0,115.0,80.0,40.0,0.0,45.0,24010.0,,,,,,,70.7,4.74,2.06,0.81,20.06,1.44,0.19,0.05,7.39,0.35,1.22,1.76,0.14,1.08,1.66,0.44,0.31,0.15,0.0,0.17,92.61,49.18,
2458227,Longueuil,24,Quebec,119.49132310777752,MixedWood Plain,100.0,1115.042089221913,115.98501449203604,30.63885840158613,26.41622155738913,19.531317071790536,2.098687014531825,10.745240614433524,35.14928087524618,4.619603097211519,13.142809702445057,254483.0,239897.0,2198.2,115.77,6.1,124610.0,,,117006.0,110817.0,113086.0,105589.0,2.2,5.6,7.1,36095.0,5790.0,3485.0,6210.0,55550.0,4845.0,555.0,555.0,113085.0,,,,,,,,250425.0,63235.0,2605.0,4300.0,24905.0,815.0,11025.0,11405.0,2730.0,2860.0,425.0,145.0,1430.0,187190.0,,,,,,,31.92,5.12,3.08,5.49,49.12,4.28,0.49,0.49,25.25,1.04,1.72,9.95,0.33,4.4,4.55,1.09,1.14,0.17,0.06,0.57,74.75,48.97,
2459010,Sainte-Julie,24,Quebec,50.27352335184681,MixedWood Plain,100.0,212.5704318830531,48.83962249646239,11.050072273071262,22.625220483372196,3.794165182044609,0.610721988,16.096346860045944,7.075914487997765,1.258837879,17.79046201719471,30045.0,29881.0,619.6,48.49,0.5,14670.0,,,11761.0,11196.0,11609.0,11076.0,2.5,5.0,4.8,7760.0,680.0,115.0,180.0,2835.0,0.0,35.0,5.0,11605.0,,,,,,,,29340.0,1735.0,40.0,130.0,405.0,35.0,535.0,380.0,85.0,20.0,15.0,10.0,80.0,27605.0,,,,,,,66.87,5.86,0.99,1.55,24.43,0.0,0.3,0.04,5.91,0.14,0.44,1.38,0.12,1.82,1.3,0.29,0.07,0.05,0.03,0.27,94.09,48.83,
2460005,Charlemagne,24,Quebec,2.381784899317938,MixedWood Plain,100.0,31.644565912518864,2.316547153824076,0.3941120513488259,17.012908660125454,0.546146758,0.046700148,8.550842278978019,0.9940638675638954,0.105259282,10.588784657569327,6302.0,5913.0,2906.2,2.17,6.6,3065.0,,,3217.0,2962.0,3149.0,2878.0,2.0,8.6,9.4,890.0,65.0,20.0,215.0,1855.0,90.0,10.0,0.0,3150.0,,,,,,,,6300.0,535.0,0.0,20.0,220.0,0.0,105.0,130.0,20.0,0.0,0.0,0.0,15.0,5765.0,,,,,,,28.25,2.06,0.63,6.83,58.89,2.86,0.32,0.0,8.49,0.0,0.32,3.49,0.0,1.67,2.06,0.32,0.0,0.0,0.0,0.24,91.51,48.64,
2460013,Repentigny,24,Quebec,64.34501293519578,MixedWood Plain,100.0,447.7741156107684,62.60440805495615,12.288316513674085,19.62851641834391,7.948942185982011,1.2380480621900998,15.575003984472326,14.71767472,2.466636789315145,16.759690886646226,86100.0,84285.0,1399.6,61.52,2.2,41680.0,,,34710.0,33876.0,34174.0,33321.0,2.5,2.5,2.6,20420.0,2255.0,635.0,570.0,9085.0,1150.0,50.0,5.0,34170.0,,,,,,,,84985.0,14925.0,65.0,285.0,8380.0,55.0,3335.0,1900.0,365.0,145.0,0.0,45.0,260.0,70060.0,,,,,,,59.76,6.6,1.86,1.67,26.59,3.37,0.15,0.01,17.56,0.08,0.34,9.86,0.06,3.92,2.24,0.43,0.17,0.0,0.05,0.31,82.44,48.41,
2461025,Joliette,24,Quebec,24.194844373003807,MixedWood Plain,100.0,154.48094842681317,23.593568246054275,6.533343040823999,27.691203690296472,2.780385648331708,0.3651249451722023,13.132169107234647,5.187272779534845,0.8113925640495094,15.641987582582248,21384.0,20484.0,931.2,22.96,4.4,10090.0,,,11153.0,10285.0,10568.0,9778.0,1.9,8.4,8.1,3215.0,290.0,285.0,1155.0,5300.0,205.0,105.0,5.0,10565.0,,,,,,,,20475.0,1455.0,0.0,45.0,640.0,45.0,275.0,355.0,55.0,10.0,0.0,0.0,25.0,19015.0,,,,,,,30.43,2.74,2.7,10.93,50.17,1.94,0.99,0.05,7.11,0.0,0.22,3.13,0.22,1.34,1.73,0.27,0.05,0.0,0.0,0.12,92.87,47.18,
2461030,Notre-Dame-des-Prairies,24,Quebec,19.192694206485083,MixedWood Plain,100.0,83.20137737137198,18.722832861277247,5.770453658213329,30.820408967853574,1.534141156785542,0.2366800226452058,15.427525791767248,2.924718253645165,0.5605190060529679,19.16488897193349,9471.0,9273.0,523.2,18.1,2.1,4495.0,,,4547.0,4396.0,4446.0,4251.0,2.1,3.4,4.6,2610.0,250.0,100.0,305.0,1150.0,0.0,15.0,5.0,4445.0,,,,,,,,9445.0,145.0,0.0,35.0,45.0,0.0,15.0,15.0,20.0,0.0,0.0,0.0,10.0,9300.0,,,,,,,58.72,5.62,2.25,6.86,25.87,0.0,0.34,0.11,1.54,0.0,0.37,0.48,0.0,0.16,0.16,0.21,0.0,0.0,0.0,0.11,98.46,47.46,
2461035,Saint-Charles-Borromée,24,Quebec,19.46251472775608,MixedWood Plain,100.0,111.30204518228774,18.98509572310168,5.527179171185693,29.113254164212844,2.030206011817778,0.2956324748863874,14.561698328421755,3.8482709085069815,0.7934754415804941,20.61901203021956,15285.0,13791.0,827.0,18.48,10.8,6880.0,,,7259.0,6222.0,6850.0,6053.0,2.0,16.7,13.2,3120.0,130.0,110.0,350.0,3105.0,0.0,35.0,0.0,6850.0,,,,,,,,13690.0,360.0,0.0,10.0,115.0,0.0,75.0,90.0,55.0,0.0,0.0,0.0,10.0,13330.0,,,,,,,45.55,1.9,1.61,5.11,45.33,0.0,0.51,0.0,2.63,0.0,0.07,0.84,0.0,0.55,0.66,0.4,0.0,0.0,0.0,0.07,97.37,45.01,
2464008,Terrebonne,24,Quebec,158.86007212185177,MixedWood Plain,100.0,770.9894308917728,154.5190157538066,45.85379013126772,29.67517616364192,13.816826339566935,1.1520845888504407,8.338272194615648,25.836122111648937,2.8693497805984327,11.105961522393898,119944.0,111575.0,780.1,153.76,7.5,59250.0,,,46056.0,42622.0,45247.0,41801.0,2.6,8.1,8.2,28110.0,2835.0,860.0,2280.0,9535.0,1190.0,70.0,370.0,45250.0,,,,,,,,118045.0,20675.0,260.0,380.0,12980.0,85.0,3000.0,2550.0,685.0,305.0,65.0,30.0,285.0,97370.0,,,,,,,62.12,6.27,1.9,5.04,21.07,2.63,0.15,0.82,17.51,0.22,0.32,11.0,0.07,2.54,2.16,0.58,0.26,0.06,0.03,0.24,82.49,49.4,
2464015,Mascouche,24,Quebec,110.63120470835044,MixedWood Plain,100.0,346.07667712337667,107.64138554756296,43.507640529920174,40.41906401390168,6.339657964844622,0.9290132529923808,14.653996448137244,12.074891056520451,2.199856518,18.218437809309552,51183.0,46692.0,478.8,106.89,9.6,25075.0,,,20290.0,18322.0,19981.0,17900.0,2.5,10.7,11.6,11785.0,1080.0,705.0,865.0,5475.0,0.0,65.0,0.0,19980.0,,,,,,,,50085.0,4870.0,95.0,100.0,2665.0,60.0,755.0,830.0,145.0,40.0,0.0,15.0,125.0,45215.0,,,,,,,58.98,5.41,3.53,4.33,27.4,0.0,0.33,0.0,9.72,0.19,0.2,5.32,0.12,1.51,1.66,0.29,0.08,0.0,0.03,0.25,90.28,48.99,
2465005,Laval,24,Quebec,254.07883564325712,MixedWood Plain,100.0,2059.807039719847,246.8430212898172,59.71797920648808,24.192694974501023,36.13523715632818,4.835039539620806,13.38040074,65.09170959,9.247572422996033,14.20698961748688,438366.0,422993.0,1781.0,246.13,3.6,213670.0,,,176115.0,165686.0,169785.0,160328.0,2.5,6.3,5.9,76010.0,15265.0,4950.0,4895.0,51730.0,16575.0,310.0,55.0,169785.0,,,,,,,,429555.0,140270.0,12500.0,4510.0,38425.0,1560.0,49070.0,15015.0,8220.0,5740.0,380.0,190.0,3560.0,289280.0,,,,,,,44.77,8.99,2.92,2.88,30.47,9.76,0.18,0.03,32.65,2.91,1.05,8.95,0.36,11.42,3.5,1.91,1.34,0.09,0.04,0.83,67.34,48.74,
2466023,Montréal,24,Quebec,376.7306158777741,MixedWood Plain,100.0,4523.854651372407,365.7551813253143,80.92756853165187,22.126157786312344,77.91849034262599,15.910759249469326,20.41974784098866,138.69729559950304,27.858034393928165,20.08549213,1762949.0,1704694.0,4833.5,364.74,3.4,867975.0,,,878542.0,843872.0,816338.0,779802.0,2.1,4.1,4.7,58065.0,25740.0,26170.0,107570.0,464415.0,130615.0,3350.0,410.0,816335.0,,,,,,,,1723230.0,668970.0,79670.0,56940.0,198610.0,27355.0,141940.0,78155.0,37910.0,17495.0,5250.0,2645.0,17535.0,1054255.0,,,,,,,7.11,3.15,3.21,13.18,56.89,16.0,0.41,0.05,38.82,4.62,3.3,11.53,1.59,8.24,4.54,2.2,1.02,0.3,0.15,1.02,61.18,49.23,
