CSDUID,total_area_km2,canopy_area_km2,canopy_proportion
5923008,5.773672847861538,0.7996420267006198,13.849798001575245
5926005,4.264798372266991,0.48588944013799445,11.393022547035809
5926010,7.169157061751844,0.7591435623637385,10.589021217206188
5927008,5.0636727261007985,1.0635403357714663,21.00333874836395
5929005,1.3865335241020318,0.32133065071644906,23.17510865267785
5933054,1.2367675562785942,0.12298579743683571,9.944131927821362
5935010,35.807326517565386,4.408816456770484,12.312609975524778
5937014,13.568538391332835,1.399298644989092,10.312817818925295
5937028,1.41569605528424,0.18834112309822515,13.303782432339299
5937033,1.0075663005449855,0.10099044646519865,10.023206057067771
