CSDUID,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Indigenous identity: total count,Indigenous identity: Indigenous identity count,Visible minority: total counts,Visible minority: Total visible minority population,Indigenous identity: Indigenous identity count (%),Visible minority: Total visible minority population (%),Number of Men (%),Men in Workforce (%)
2458227,254483.0,239897.0,2198.2,115.77,6.1,124610.0,,,117006.0,110817.0,113086.0,105589.0,2.2,5.6,7.1,,,250425.0,63235.0,,25.25,48.97,
2458037,26273.0,26197.0,613.2,42.85,0.3,12920.0,,,10629.0,10362.0,10446.0,10187.0,2.5,2.6,2.5,,,25925.0,1915.0,,7.39,49.18,
2458012,22761.0,21861.0,3009.8,7.56,4.1,10325.0,,,11058.0,10446.0,10552.0,9814.0,2.1,5.9,7.5,,,21795.0,2925.0,,13.42,45.36,
2459010,30045.0,29881.0,619.6,48.49,0.5,14670.0,,,11761.0,11196.0,11609.0,11076.0,2.5,5.0,4.8,,,29340.0,1735.0,,5.91,48.83,
2466112,3764.0,3823.0,623.9,6.03,-1.5,1815.0,,,1375.0,1381.0,1325.0,1334.0,2.8,-0.4,-0.7,,,,,,,48.22,
2466107,19277.0,19324.0,1747.5,11.03,-0.2,9435.0,,,6915.0,6828.0,6753.0,6662.0,2.8,1.3,1.4,,,19040.0,3745.0,,19.67,48.94,
2466058,34504.0,32448.0,4903.7,7.04,6.3,16010.0,,,15548.0,14376.0,14603.0,13490.0,2.3,8.2,8.3,,,33710.0,9135.0,,27.1,46.4,
2466142,48403.0,48899.0,3230.2,14.98,-1.0,23590.0,,,17763.0,17627.0,17383.0,17210.0,2.8,0.8,1.0,,,47930.0,20775.0,,43.34,48.74,
2466087,19302.0,18980.0,923.0,20.91,1.7,9525.0,,,9058.0,8818.0,8716.0,8392.0,2.2,2.7,3.9,,,19015.0,5320.0,,27.98,49.35,
2466062,7037.0,6973.0,3922.1,1.79,0.9,3375.0,,,2622.0,2623.0,2493.0,2473.0,2.8,0.0,0.8,,,7035.0,1415.0,,20.11,47.96,
2466102,19413.0,20151.0,2012.0,9.65,-3.7,9470.0,,,6790.0,6779.0,6666.0,6682.0,2.9,0.2,-0.2,,,19240.0,6095.0,,31.68,48.78,
2466072,20953.0,20276.0,2776.7,7.55,3.3,10050.0,,,8192.0,7914.0,7732.0,7373.0,2.7,3.5,4.9,,,20695.0,6690.0,,32.33,47.96,
2466023,1762949.0,1704694.0,4833.5,364.74,3.4,867975.0,,,878542.0,843872.0,816338.0,779802.0,2.1,4.1,4.7,,,1723230.0,668970.0,,38.82,49.23,
2466047,5115.0,5050.0,3737.9,1.37,1.3,2540.0,,,2031.0,1956.0,1943.0,1850.0,2.6,3.8,5.0,,,5105.0,935.0,,18.32,49.66,
2466097,33488.0,31380.0,1770.9,18.91,6.7,15790.0,,,13823.0,12835.0,13313.0,12376.0,2.4,7.7,7.6,,,31560.0,8020.0,,25.41,47.15,
2466117,5027.0,4958.0,480.8,10.46,1.4,2460.0,,,2304.0,2195.0,2108.0,1960.0,2.2,5.0,7.6,,,4635.0,1015.0,,21.9,48.94,
2466032,19658.0,20312.0,4860.9,4.04,-3.2,9070.0,,,9423.0,9617.0,8591.0,8685.0,2.3,-2.0,-1.1,,,19285.0,3940.0,,20.43,46.14,
2480050,3084.0,2818.0,463.8,6.65,9.4,1510.0,,,1510.0,1308.0,1421.0,1228.0,2.2,15.4,15.7,,,,,,,48.96,
2453050,1581.0,1642.0,1164.5,1.36,-3.7,805.0,,,917.0,931.0,861.0,861.0,1.8,-1.5,0.0,,,,,,,50.92,
2453052,35165.0,34755.0,614.0,57.28,1.2,17320.0,,,17749.0,17368.0,17069.0,16524.0,2.0,2.2,3.3,,,33715.0,830.0,,2.46,49.25,
2484060,1312.0,1433.0,443.9,2.96,-8.4,630.0,,,605.0,644.0,574.0,608.0,2.3,-6.1,-5.6,,,,,,,48.02,
2423057,16970.0,16543.0,2197.0,7.72,2.6,8220.0,,,7516.0,7120.0,7314.0,6989.0,2.3,5.6,4.7,,,16445.0,805.0,,4.9,48.44,
2423027,549459.0,531902.0,1214.8,452.3,3.3,267585.0,,,283219.0,266409.0,265711.0,252043.0,2.0,6.3,5.4,,,533540.0,50375.0,,9.44,48.7,
2467020,22997.0,21047.0,1331.3,17.27,9.3,11340.0,,,8960.0,7925.0,8731.0,7832.0,2.6,13.1,11.5,,,22535.0,4105.0,,18.22,49.31,
2467050,50815.0,47906.0,1481.2,34.31,6.1,24865.0,,,20412.0,19366.0,19917.0,18798.0,2.5,5.4,6.0,,,49995.0,11510.0,,23.02,48.93,
2467025,8328.0,7457.0,1089.6,7.64,11.7,4135.0,,,3561.0,2950.0,3479.0,2887.0,2.4,20.7,20.5,,,8320.0,935.0,,11.24,49.65,
2467015,26406.0,24110.0,607.4,43.47,9.5,12865.0,,,11309.0,9947.0,11049.0,9697.0,2.4,13.7,13.9,,,26195.0,4610.0,,17.6,48.72,
2467035,29954.0,27359.0,524.9,57.06,9.5,14850.0,,,11502.0,10282.0,11313.0,10111.0,2.6,11.9,11.9,,,29760.0,4130.0,,13.88,49.58,
2467030,17347.0,17047.0,1851.4,9.37,1.8,8370.0,,,7016.0,6845.0,6909.0,6751.0,2.4,2.5,2.3,,,16595.0,1840.0,,11.09,48.25,
2443027,172950.0,161323.0,489.4,353.4,7.2,84805.0,,,86019.0,80341.0,80476.0,73506.0,2.1,7.1,9.5,,,167180.0,16125.0,,9.65,49.03,
2473015,59819.0,56863.0,1088.2,54.97,5.2,29425.0,,,22859.0,21006.0,22424.0,20600.0,2.6,8.8,8.9,,,59010.0,7235.0,,12.26,49.19,
2473030,10159.0,9636.0,2327.8,4.36,5.4,4815.0,,,4370.0,4107.0,4258.0,4019.0,2.4,6.4,5.9,,,10045.0,1575.0,,15.68,47.4,
2473005,28308.0,26884.0,1022.9,27.67,5.3,13975.0,,,11769.0,10537.0,11425.0,10288.0,2.5,11.7,11.1,,,28265.0,3160.0,,11.18,49.37,
2473025,9502.0,9352.0,1609.9,5.9,1.6,4725.0,,,3437.0,3381.0,3393.0,3326.0,2.8,1.7,2.0,,,9500.0,950.0,,10.0,49.73,
2473020,14090.0,13958.0,1318.7,10.68,0.9,6925.0,,,5340.0,5181.0,5249.0,5096.0,2.7,3.1,3.0,,,14070.0,1450.0,,10.31,49.15,
2473010,26533.0,25989.0,2798.9,9.48,2.1,12605.0,,,13202.0,12566.0,12686.0,12170.0,2.0,5.1,4.2,,,24850.0,1835.0,,7.38,47.51,
2485025,2464.0,2584.0,422.4,5.83,-4.6,1130.0,,,1264.0,1350.0,1185.0,1248.0,1.9,-6.4,-5.0,,,,,,,45.86,
2471060,11638.0,10756.0,2130.1,5.46,8.2,5635.0,,,5150.0,4831.0,4997.0,4688.0,2.2,6.6,6.6,,,11180.0,1830.0,,16.37,48.42,
2471033,5643.0,5368.0,485.0,11.64,5.1,2760.0,,,2453.0,2285.0,2411.0,2200.0,2.3,7.4,9.6,,,5620.0,120.0,,2.14,48.91,
2471065,11427.0,10654.0,407.3,28.06,7.3,5755.0,,,4156.0,3843.0,4070.0,3750.0,2.8,8.1,8.5,,,11420.0,1400.0,,12.26,50.36,
2471070,14751.0,14558.0,2078.0,7.1,1.3,7250.0,,,5786.0,5556.0,5640.0,5471.0,2.6,4.1,3.1,,,14695.0,2545.0,,17.32,49.15,
2471055,1775.0,1481.0,646.8,2.74,19.9,880.0,,,762.0,672.0,743.0,649.0,2.4,13.4,14.5,,,,,,,49.58,
2471075,1887.0,1986.0,1782.4,1.06,-5.0,925.0,,,829.0,830.0,809.0,809.0,2.3,-0.1,0.0,,,,,,,49.02,
2471083,43268.0,38117.0,595.5,72.65,13.5,20905.0,,,17260.0,14853.0,16713.0,14453.0,2.5,16.2,15.6,,,42170.0,12295.0,,29.16,48.32,
2471090,1361.0,1341.0,983.0,1.38,1.5,695.0,,,494.0,504.0,484.0,479.0,2.8,-2.0,1.0,,,,,,,51.07,
3529006,104688.0,98563.0,1061.2,98.65,6.2,51210.0,,,43269.0,41131.0,41673.0,39605.0,2.5,5.2,5.2,,,103205.0,15780.0,,15.29,48.92,
3522014,30167.0,28900.0,1989.5,15.16,4.4,14610.0,,,11308.0,10695.0,11059.0,10564.0,2.7,5.7,4.7,,,29690.0,4270.0,,14.38,48.43,
3522021,8994.0,8126.0,1370.8,6.56,10.7,4345.0,,,3150.0,2825.0,3025.0,2787.0,2.9,11.5,8.5,,,8810.0,2650.0,,30.08,48.31,
3518005,126666.0,119677.0,1900.6,66.64,5.8,61650.0,,,40275.0,38105.0,39488.0,37549.0,3.2,5.7,5.2,,,126250.0,81560.0,,64.6,48.67,
3518013,175383.0,159458.0,1203.6,145.72,10.0,85980.0,,,69324.0,64883.0,66634.0,62595.0,2.6,6.8,6.5,,,174010.0,50275.0,,28.89,49.02,
3518001,99186.0,91771.0,429.2,231.1,8.1,48095.0,,,34327.0,31630.0,33425.0,30919.0,3.0,8.5,8.1,,,98580.0,51120.0,,51.86,48.49,
3518009,138501.0,128377.0,944.1,146.69,7.9,67400.0,,,47389.0,44195.0,46460.0,43529.0,2.9,7.2,6.7,,,136665.0,48330.0,,35.36,48.66,
3534011,7699.0,7492.0,1208.6,6.37,2.8,3705.0,,,3177.0,3031.0,3067.0,2961.0,2.5,4.8,3.6,,,7615.0,235.0,,3.09,48.12,
3534021,42840.0,38909.0,1203.2,35.61,10.1,20710.0,,,18596.0,17114.0,18062.0,16586.0,2.3,8.7,8.9,,,42110.0,2990.0,,7.1,48.34,
3537034,32721.0,30180.0,503.7,64.96,8.4,16060.0,,,11922.0,10793.0,11644.0,10689.0,2.8,10.5,8.9,,,32475.0,6110.0,,18.81,49.08,
3537039,229660.0,217188.0,1572.8,146.02,5.7,113795.0,,,99803.0,97777.0,94273.0,91632.0,2.4,2.1,2.9,,,226465.0,76010.0,,33.56,49.55,
3542029,7967.0,7688.0,814.6,9.78,3.6,3770.0,,,3788.0,3404.0,3445.0,3336.0,2.2,11.3,3.3,,,7630.0,245.0,,3.21,47.32,
3542059,21612.0,21341.0,892.6,24.21,1.3,10095.0,,,10406.0,10098.0,9895.0,9630.0,2.1,3.1,2.8,,,20825.0,1200.0,,5.76,46.71,
3524002,186948.0,183314.0,1004.4,186.12,2.0,89460.0,,,74891.0,72535.0,73180.0,71373.0,2.5,3.2,2.5,,,183960.0,38390.0,,20.87,47.85,
3524001,213759.0,193832.0,1538.5,138.94,10.3,103480.0,,,76179.0,68617.0,73558.0,66269.0,2.9,11.0,11.0,,,212055.0,90125.0,,42.5,48.41,
3525005,569353.0,536917.0,509.1,1118.31,6.0,279640.0,,,233564.0,222918.0,222807.0,211596.0,2.5,4.8,5.3,,,560920.0,140950.0,,25.13,49.12,
