CSDUID,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
1214001,8963.0,8278.0,9.7,926.43,8.3,4335.0,,,4478.0,4222.0,3774.0,3424.0,2.4,6.1,10.2,2740.0,55.0,110.0,135.0,205.0,0.0,5.0,525.0,3770.0,,,,,,,,8870.0,575.0,105.0,100.0,190.0,100.0,25.0,0.0,10.0,0.0,0.0,20.0,0.0,8290.0,,,,,,,72.68,1.46,2.92,3.58,5.44,0.0,0.13,13.93,6.48,1.18,1.13,2.14,1.13,0.28,0.0,0.11,0.0,0.0,0.23,0.0,93.46,48.37,
1214006,6138.0,6306.0,11.8,522.29,-2.7,3090.0,,,2849.0,2890.0,2597.0,2577.0,2.4,-1.4,0.8,2060.0,0.0,0.0,5.0,50.0,0.0,5.0,480.0,2600.0,,,,,,,,6125.0,185.0,10.0,0.0,115.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,10.0,5945.0,,,,,,,79.23,0.0,0.0,0.19,1.92,0.0,0.19,18.46,3.02,0.16,0.0,1.88,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.16,97.06,50.34,
1214010,372.0,353.0,137.0,2.71,5.4,170.0,,,143.0,134.0,135.0,131.0,2.8,6.7,3.1,100.0,5.0,5.0,0.0,5.0,0.0,0.0,25.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.07,3.7,3.7,0.0,3.7,0.0,0.0,18.52,,,,,,,,,,,,,,45.7,
1217030,93694.0,94285.0,38.7,2419.7,-0.6,44885.0,,,46471.0,45741.0,42316.0,41679.0,2.2,1.6,1.5,31100.0,2815.0,705.0,1805.0,4460.0,215.0,60.0,1155.0,42315.0,,,,,,,,92015.0,4935.0,1985.0,615.0,1250.0,345.0,220.0,75.0,140.0,70.0,80.0,25.0,75.0,87085.0,,,,,,,73.5,6.65,1.67,4.27,10.54,0.51,0.14,2.73,5.36,2.16,0.67,1.36,0.37,0.24,0.08,0.15,0.08,0.09,0.03,0.08,94.64,47.91,
1217020,3521.0,3422.0,97.7,36.03,2.9,1680.0,,,1138.0,1114.0,1081.0,1059.0,3.3,2.2,2.1,840.0,45.0,10.0,95.0,70.0,0.0,5.0,15.0,1085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.42,4.15,0.92,8.76,6.45,0.0,0.46,1.38,,,,,,,,,,,,,,47.71,
1217008,1103.0,1015.0,745.7,1.48,8.7,550.0,,,411.0,349.0,402.0,343.0,2.7,17.8,17.2,330.0,5.0,45.0,5.0,25.0,0.0,0.0,0.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,1.25,11.25,1.25,6.25,0.0,0.0,0.0,,,,,,,,,,,,,,49.86,
1210012,3762.0,3459.0,4.3,877.35,8.8,1895.0,,,2262.0,2219.0,1645.0,1505.0,2.2,1.9,9.3,1520.0,10.0,0.0,5.0,45.0,0.0,0.0,70.0,1645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,0.61,0.0,0.3,2.74,0.0,0.0,4.26,,,,,,,,,,,,,,50.37,
1210008,19806.0,19534.0,15.9,1248.24,1.4,9685.0,,,9836.0,9564.0,8700.0,8290.0,2.3,2.8,4.9,6460.0,235.0,155.0,255.0,740.0,0.0,15.0,835.0,8700.0,,,,,,,,19615.0,715.0,225.0,40.0,245.0,60.0,75.0,15.0,0.0,10.0,0.0,15.0,15.0,18905.0,,,,,,,74.25,2.7,1.78,2.93,8.51,0.0,0.17,9.6,3.65,1.15,0.2,1.25,0.31,0.38,0.08,0.0,0.05,0.0,0.08,0.08,96.38,48.9,
1210001,12476.0,13098.0,8.6,1443.12,-4.7,6165.0,,,5779.0,6031.0,5320.0,5451.0,2.3,-4.2,-2.4,4390.0,160.0,20.0,115.0,310.0,0.0,10.0,315.0,5320.0,,,,,,,,12425.0,195.0,35.0,15.0,85.0,25.0,10.0,15.0,10.0,0.0,0.0,0.0,10.0,12230.0,,,,,,,82.52,3.01,0.38,2.16,5.83,0.0,0.19,5.92,1.57,0.28,0.12,0.68,0.2,0.08,0.12,0.08,0.0,0.0,0.0,0.08,98.43,49.41,
1210003,921.0,860.0,252.1,3.65,7.1,435.0,,,364.0,309.0,331.0,302.0,2.6,17.8,9.6,285.0,25.0,5.0,5.0,5.0,0.0,5.0,0.0,335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.07,7.46,1.49,1.49,1.49,0.0,1.49,0.0,,,,,,,,,,,,,,47.23,
1210002,1557.0,1373.0,88.4,17.62,13.4,725.0,,,739.0,681.0,713.0,629.0,2.2,8.5,13.4,460.0,65.0,50.0,35.0,50.0,0.0,0.0,65.0,710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.79,9.15,7.04,4.93,7.04,0.0,0.0,9.15,,,,,,,,,,,,,,46.56,
1210006,12954.0,12261.0,345.3,37.52,5.7,5970.0,,,6658.0,6574.0,6347.0,6052.0,2.0,1.3,4.9,2585.0,235.0,55.0,675.0,2660.0,0.0,35.0,100.0,6350.0,,,,,,,,12420.0,1285.0,300.0,110.0,525.0,160.0,80.0,30.0,10.0,15.0,30.0,10.0,0.0,11135.0,,,,,,,40.71,3.7,0.87,10.63,41.89,0.0,0.55,1.57,10.35,2.42,0.89,4.23,1.29,0.64,0.24,0.08,0.12,0.24,0.08,0.0,89.65,46.09,
1211011,9404.0,9413.0,779.4,12.07,-0.1,4420.0,,,4799.0,4745.0,4480.0,4372.0,2.1,1.1,2.5,2195.0,195.0,215.0,360.0,930.0,0.0,90.0,500.0,4480.0,,,,,,,,9245.0,460.0,90.0,55.0,160.0,25.0,0.0,10.0,0.0,0.0,65.0,0.0,45.0,8780.0,,,,,,,49.0,4.35,4.8,8.04,20.76,0.0,2.01,11.16,4.98,0.97,0.59,1.73,0.27,0.0,0.11,0.0,0.0,0.7,0.0,0.49,94.97,47.0,
1211001,3201.0,3120.0,2.8,1135.55,2.6,1545.0,,,2107.0,2162.0,1586.0,1515.0,2.0,-2.5,4.7,1395.0,15.0,0.0,25.0,120.0,0.0,0.0,35.0,1585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.01,0.95,0.0,1.58,7.57,0.0,0.0,2.21,,,,,,,,,,,,,,48.27,
1211006,6786.0,6859.0,5.8,1168.37,-1.1,3520.0,,,3448.0,3558.0,2997.0,3017.0,2.1,-3.1,-0.7,2595.0,55.0,40.0,80.0,130.0,0.0,5.0,100.0,3000.0,,,,,,,,6350.0,120.0,15.0,10.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230.0,,,,,,,86.5,1.83,1.33,2.67,4.33,0.0,0.17,3.33,1.89,0.24,0.16,1.34,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.11,51.87,
1211009,5694.0,5268.0,6.4,896.22,8.1,2815.0,,,4111.0,4003.0,2523.0,2321.0,2.2,2.7,8.7,2280.0,20.0,5.0,30.0,80.0,0.0,5.0,95.0,2520.0,,,,,,,,5650.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5595.0,,,,,,,90.48,0.79,0.2,1.19,3.17,0.0,0.2,3.77,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.03,49.44,
1211014,4283.0,4155.0,4.1,1052.9,3.1,2155.0,,,3322.0,3380.0,2020.0,1861.0,2.1,-1.7,8.5,1825.0,5.0,55.0,25.0,15.0,0.0,5.0,95.0,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.35,0.25,2.72,1.24,0.74,0.0,0.25,4.7,,,,,,,,,,,,,,50.32,
1211012,1170.0,1190.0,109.6,10.68,-1.7,595.0,,,576.0,597.0,533.0,528.0,2.2,-3.5,0.9,385.0,5.0,10.0,10.0,100.0,0.0,0.0,20.0,530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.64,0.94,1.89,1.89,18.87,0.0,0.0,3.77,,,,,,,,,,,,,,50.85,
1203009,141.0,138.0,41.5,3.4,2.2,65.0,,,56.0,53.0,53.0,52.0,2.7,5.7,1.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.1,
1203001,7678.0,8018.0,9.0,851.14,-4.2,3740.0,,,4393.0,4681.0,3607.0,3691.0,2.1,-6.2,-2.3,3395.0,5.0,15.0,30.0,105.0,0.0,5.0,50.0,3605.0,,,,,,,,7515.0,200.0,10.0,0.0,125.0,0.0,0.0,20.0,0.0,0.0,35.0,0.0,0.0,7310.0,,,,,,,94.17,0.14,0.42,0.83,2.91,0.0,0.14,1.39,2.66,0.13,0.0,1.66,0.0,0.0,0.27,0.0,0.0,0.47,0.0,0.0,97.27,48.71,
1203004,7242.0,7107.0,4.4,1654.59,1.9,3545.0,,,4099.0,4048.0,3427.0,3264.0,2.1,1.3,5.0,3115.0,25.0,35.0,55.0,110.0,0.0,5.0,75.0,3430.0,,,,,,,,7235.0,420.0,20.0,10.0,345.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6820.0,,,,,,,90.82,0.73,1.02,1.6,3.21,0.0,0.15,2.19,5.81,0.28,0.14,4.77,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,94.26,48.95,
1203006,2001.0,2060.0,634.0,3.16,-2.9,900.0,,,1133.0,1145.0,1030.0,1036.0,1.8,-1.0,-0.6,565.0,35.0,30.0,35.0,360.0,0.0,0.0,0.0,1030.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.85,3.4,2.91,3.4,34.95,0.0,0.0,0.0,,,,,,,,,,,,,,44.98,
1213004,4585.0,4670.0,2.2,2115.25,-1.8,2280.0,,,3043.0,3196.0,2220.0,2197.0,2.0,-4.8,1.0,1880.0,15.0,0.0,5.0,85.0,0.0,5.0,225.0,2220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.68,0.68,0.0,0.23,3.83,0.0,0.23,10.14,,,,,,,,,,,,,,49.73,
1213008,627.0,722.0,35.2,17.83,-13.2,300.0,,,316.0,327.0,292.0,310.0,2.2,-3.4,-5.8,240.0,10.0,0.0,0.0,15.0,0.0,0.0,20.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.36,3.39,0.0,0.0,5.08,0.0,0.0,6.78,,,,,,,,,,,,,,47.85,
1213001,2161.0,2233.0,1.1,1904.08,-3.2,1080.0,,,1538.0,1667.0,1047.0,1042.0,2.0,-7.7,0.5,945.0,0.0,0.0,5.0,20.0,0.0,0.0,80.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.43,0.0,0.0,0.48,1.91,0.0,0.0,7.66,,,,,,,,,,,,,,49.98,
1209037,20.0,21.0,24.0,0.83,-4.8,,,,6.0,5.0,6.0,5.0,,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209019,208.0,203.0,1106.4,0.19,2.5,85.0,,,130.0,123.0,124.0,120.0,1.7,5.7,3.3,25.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,0.0,4.0,80.0,0.0,0.0,0.0,,,,,,,,,,,,,,40.87,
1209034,439819.0,403131.0,80.3,5475.57,9.1,214300.0,,,200473.0,187338.0,190512.0,173324.0,2.3,7.0,9.9,90830.0,12485.0,7395.0,6545.0,40470.0,28320.0,205.0,4265.0,190510.0,,,,,,,,435295.0,72945.0,16765.0,9755.0,20560.0,4480.0,9450.0,2255.0,1860.0,1700.0,2380.0,765.0,2190.0,362345.0,,,,,,,47.68,6.55,3.88,3.44,21.24,14.87,0.11,2.24,16.76,3.85,2.24,4.72,1.03,2.17,0.52,0.43,0.39,0.55,0.18,0.5,83.24,48.72,
1209038,10.0,25.0,20.0,0.5,-60.0,,,,7.0,9.0,5.0,7.0,,-22.2,-28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209800,15.0,10.0,34.2,0.44,50.0,,,,3.0,3.0,3.0,3.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208008,22892.0,22453.0,12.8,1786.53,2.0,11425.0,,,10046.0,9930.0,9387.0,9057.0,2.4,1.2,3.6,7660.0,365.0,150.0,150.0,590.0,0.0,10.0,465.0,9385.0,,,,,,,,22855.0,580.0,85.0,10.0,200.0,105.0,45.0,40.0,20.0,0.0,0.0,0.0,60.0,22270.0,,,,,,,81.62,3.89,1.6,1.6,6.29,0.0,0.11,4.95,2.54,0.37,0.04,0.88,0.46,0.2,0.18,0.09,0.0,0.0,0.0,0.26,97.44,49.91,
1208014,2739.0,1089.0,225.5,12.15,151.5,1295.0,,,1124.0,382.0,1101.0,370.0,2.5,194.2,197.6,920.0,10.0,0.0,20.0,75.0,0.0,0.0,75.0,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.64,0.91,0.0,1.82,6.82,0.0,0.0,6.82,,,,,,,,,,,,,,47.28,
1208003,19509.0,19016.0,15.6,1250.5,2.6,9460.0,,,9136.0,8890.0,8374.0,8012.0,2.3,2.8,4.5,6675.0,220.0,65.0,125.0,760.0,5.0,15.0,505.0,8375.0,,,,,,,,19125.0,775.0,110.0,40.0,480.0,15.0,15.0,40.0,0.0,0.0,30.0,0.0,40.0,18345.0,,,,,,,79.7,2.63,0.78,1.49,9.07,0.06,0.18,6.03,4.05,0.58,0.21,2.51,0.08,0.08,0.21,0.0,0.0,0.16,0.0,0.21,95.92,48.49,
1215011,5207.0,5076.0,2.6,2017.79,2.6,2565.0,,,3257.0,3255.0,2395.0,2300.0,2.1,0.1,4.1,2080.0,20.0,0.0,55.0,135.0,0.0,0.0,105.0,2395.0,,,,,,,,5070.0,135.0,0.0,10.0,25.0,35.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4940.0,,,,,,,86.85,0.84,0.0,2.3,5.64,0.0,0.0,4.38,2.66,0.0,0.2,0.49,0.69,1.18,0.0,0.0,0.0,0.0,0.0,0.0,97.44,49.26,
1215006,4865.0,4928.0,6.5,751.9,-1.3,2385.0,,,2688.0,2775.0,2162.0,2058.0,2.2,-3.1,5.1,1630.0,95.0,0.0,15.0,185.0,0.0,0.0,235.0,2160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.46,4.4,0.0,0.69,8.56,0.0,0.0,10.88,,,,,,,,,,,,,,49.02,
1215001,3167.0,3166.0,3.1,1025.65,0.0,1635.0,,,1969.0,1982.0,1432.0,1372.0,2.2,-0.7,4.4,1240.0,0.0,0.0,10.0,30.0,0.0,5.0,150.0,1430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.71,0.0,0.0,0.7,2.1,0.0,0.35,10.49,,,,,,,,,,,,,,51.63,
1215005,20.0,20.0,3.0,6.69,0.0,,,,22.0,40.0,22.0,10.0,,-45.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215002,3210.0,3214.0,396.3,8.1,-0.1,1525.0,,,1523.0,1554.0,1415.0,1345.0,2.2,-2.0,5.2,815.0,105.0,5.0,70.0,305.0,0.0,0.0,110.0,1415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6,7.42,0.35,4.95,21.55,0.0,0.0,7.77,,,,,,,,,,,,,,47.51,
1215008,877.0,831.0,117.3,7.48,5.5,415.0,,,278.0,270.0,267.0,266.0,3.3,3.0,0.4,225.0,0.0,0.0,25.0,0.0,0.0,0.0,20.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.91,0.0,0.0,9.43,0.0,0.0,0.0,7.55,,,,,,,,,,,,,,47.32,
1207002,743.0,140.0,1148.6,0.65,430.7,365.0,,,330.0,56.0,322.0,54.0,2.3,489.3,496.3,250.0,45.0,10.0,10.0,5.0,0.0,0.0,10.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.12,14.06,3.12,3.12,1.56,0.0,0.0,3.12,,,,,,,,,,,,,,49.13,
1207004,2455.0,2509.0,375.8,6.53,-2.2,1110.0,,,1080.0,1071.0,1044.0,1042.0,2.1,0.8,0.2,645.0,130.0,50.0,10.0,155.0,0.0,0.0,45.0,1040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.02,12.5,4.81,0.96,14.9,0.0,0.0,4.33,,,,,,,,,,,,,,45.21,
1207027,111.0,81.0,64.9,1.71,37.0,50.0,,,52.0,36.0,42.0,32.0,2.6,44.4,31.3,30.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.67,11.11,0.0,0.0,11.11,0.0,0.0,0.0,,,,,,,,,,,,,,45.05,
1207012,6630.0,6271.0,388.2,17.08,5.7,3115.0,,,3090.0,2891.0,2956.0,2743.0,2.2,6.9,7.8,1710.0,205.0,45.0,180.0,805.0,0.0,10.0,0.0,2955.0,,,,,,,,6365.0,560.0,145.0,60.0,175.0,60.0,50.0,35.0,35.0,0.0,0.0,0.0,0.0,5800.0,,,,,,,57.87,6.94,1.52,6.09,27.24,0.0,0.34,0.0,8.8,2.28,0.94,2.75,0.94,0.79,0.55,0.55,0.0,0.0,0.0,0.0,91.12,46.98,
1207001,22355.0,22234.0,18.1,1233.05,0.5,11145.0,,,10711.0,10635.0,9461.0,9262.0,2.3,0.7,2.1,7650.0,790.0,235.0,105.0,335.0,0.0,20.0,330.0,9460.0,,,,,,,,22025.0,645.0,85.0,35.0,280.0,95.0,15.0,15.0,25.0,0.0,0.0,40.0,40.0,21380.0,,,,,,,80.87,8.35,2.48,1.11,3.54,0.0,0.21,3.49,2.93,0.39,0.16,1.27,0.43,0.07,0.07,0.11,0.0,0.0,0.18,0.18,97.07,49.85,
1207016,11951.0,11858.0,34.5,346.02,0.8,5830.0,,,5704.0,5567.0,5187.0,5006.0,2.3,2.5,3.6,4105.0,370.0,30.0,130.0,480.0,0.0,10.0,60.0,5190.0,,,,,,,,11915.0,520.0,65.0,20.0,290.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11400.0,,,,,,,79.09,7.13,0.58,2.5,9.25,0.0,0.19,1.16,4.36,0.55,0.17,2.43,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.13,95.68,48.78,
1207011,8348.0,8093.0,34.2,243.95,3.2,4070.0,,,3952.0,3817.0,3793.0,3621.0,2.2,3.5,4.8,2350.0,280.0,25.0,245.0,550.0,10.0,5.0,330.0,3795.0,,,,,,,,8320.0,540.0,50.0,35.0,130.0,210.0,45.0,25.0,0.0,0.0,0.0,20.0,20.0,7780.0,,,,,,,61.92,7.38,0.66,6.46,14.49,0.26,0.13,8.7,6.49,0.6,0.42,1.56,2.52,0.54,0.3,0.0,0.0,0.0,0.24,0.24,93.51,48.75,
1207021,5264.0,5219.0,19.9,264.86,0.9,2605.0,,,2591.0,2529.0,2292.0,2219.0,2.3,2.5,3.3,2040.0,90.0,5.0,35.0,70.0,0.0,5.0,50.0,2290.0,,,,,,,,5215.0,150.0,30.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5060.0,,,,,,,89.08,3.93,0.22,1.53,3.06,0.0,0.22,2.18,2.88,0.58,0.58,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,97.03,49.49,
1207024,5057.0,4195.0,783.3,6.46,20.5,2330.0,,,2856.0,2585.0,2441.0,1972.0,2.0,10.5,23.8,850.0,105.0,105.0,105.0,1255.0,0.0,5.0,5.0,2440.0,,,,,,,,4855.0,615.0,150.0,110.0,180.0,10.0,40.0,20.0,35.0,15.0,0.0,15.0,15.0,4240.0,,,,,,,34.84,4.3,4.3,4.3,51.43,0.0,0.2,0.2,12.67,3.09,2.27,3.71,0.21,0.82,0.41,0.72,0.31,0.0,0.31,0.31,87.33,46.07,
1206004,8790.0,8532.0,644.9,13.63,3.0,4070.0,,,4493.0,4299.0,4260.0,4077.0,2.0,4.5,4.5,2050.0,215.0,95.0,120.0,1245.0,35.0,20.0,485.0,4260.0,,,,,,,,8495.0,450.0,170.0,60.0,60.0,65.0,30.0,25.0,10.0,0.0,10.0,0.0,10.0,8045.0,,,,,,,48.12,5.05,2.23,2.82,29.23,0.82,0.47,11.38,5.3,2.0,0.71,0.71,0.77,0.35,0.29,0.12,0.0,0.12,0.0,0.12,94.7,46.3,
1206009,10693.0,10310.0,9.5,1120.61,3.7,5255.0,,,6482.0,6492.0,5028.0,4769.0,2.1,-0.2,5.4,4420.0,110.0,115.0,85.0,120.0,0.0,15.0,170.0,5030.0,,,,,,,,10560.0,160.0,30.0,0.0,20.0,35.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,10405.0,,,,,,,87.87,2.19,2.29,1.69,2.39,0.0,0.3,3.38,1.52,0.28,0.0,0.19,0.33,0.43,0.0,0.0,0.0,0.0,0.0,0.0,98.53,49.14,
1206011,81.0,95.0,29.1,2.79,-14.7,45.0,,,34.0,34.0,33.0,34.0,2.5,0.0,-2.9,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,55.56,
1206001,25545.0,24863.0,14.5,1757.79,2.7,12785.0,,,14233.0,14038.0,11502.0,11010.0,2.2,1.4,4.5,10590.0,80.0,25.0,55.0,180.0,0.0,10.0,570.0,11505.0,,,,,,,,25385.0,390.0,55.0,45.0,150.0,35.0,30.0,10.0,10.0,0.0,10.0,20.0,10.0,25000.0,,,,,,,92.05,0.7,0.22,0.48,1.56,0.0,0.09,4.95,1.54,0.22,0.18,0.59,0.14,0.12,0.04,0.04,0.0,0.04,0.08,0.04,98.48,50.05,
1206006,2396.0,2263.0,593.3,4.04,5.9,1065.0,,,1242.0,1206.0,1089.0,1040.0,2.0,3.0,4.7,765.0,25.0,15.0,45.0,235.0,0.0,5.0,0.0,1090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.18,2.29,1.38,4.13,21.56,0.0,0.46,0.0,,,,,,,,,,,,,,44.45,
1206008,1064.0,1036.0,341.4,3.12,2.7,465.0,,,599.0,571.0,522.0,501.0,1.9,4.9,4.2,320.0,15.0,40.0,5.0,140.0,0.0,0.0,0.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.54,2.88,7.69,0.96,26.92,0.0,0.0,0.0,,,,,,,,,,,,,,43.7,
1206016,0.0,0.0,0.0,4.05,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206014,30.0,27.0,67.5,0.44,11.1,,,,9.0,8.0,9.0,8.0,,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212019,449.0,485.0,291.4,1.54,-7.4,225.0,,,158.0,158.0,153.0,154.0,2.9,0.0,-0.6,125.0,5.0,5.0,0.0,0.0,0.0,0.0,20.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.65,3.23,3.23,0.0,0.0,0.0,0.0,12.9,,,,,,,,,,,,,,50.11,
1212023,0.0,0.0,0.0,0.23,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212014,9471.0,9075.0,951.3,9.96,4.4,4385.0,,,4782.0,4640.0,4445.0,4208.0,2.1,3.1,5.6,2610.0,270.0,130.0,115.0,1250.0,5.0,0.0,60.0,4445.0,,,,,,,,9195.0,905.0,105.0,55.0,510.0,140.0,35.0,10.0,25.0,0.0,0.0,0.0,20.0,8290.0,,,,,,,58.72,6.07,2.92,2.59,28.12,0.11,0.0,1.35,9.84,1.14,0.6,5.55,1.52,0.38,0.11,0.27,0.0,0.0,0.0,0.22,90.16,46.3,
1212004,3107.0,3186.0,388.7,7.99,-2.5,1455.0,,,1600.0,1627.0,1452.0,1460.0,2.1,-1.7,-0.5,1030.0,55.0,135.0,35.0,185.0,0.0,0.0,0.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.79,3.78,9.28,2.41,12.71,0.0,0.0,0.0,,,,,,,,,,,,,,46.83,
1212001,6153.0,6075.0,8.0,769.64,1.3,3085.0,,,3739.0,3863.0,2800.0,2713.0,2.2,-3.2,3.2,2480.0,35.0,30.0,5.0,35.0,0.0,5.0,215.0,2800.0,,,,,,,,6150.0,95.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6055.0,,,,,,,88.57,1.25,1.07,0.18,1.25,0.0,0.18,7.68,1.54,0.0,0.0,0.41,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,98.46,50.14,
1212006,6137.0,6174.0,8.0,770.57,-0.6,3050.0,,,2817.0,2769.0,2629.0,2582.0,2.3,1.7,1.8,2155.0,55.0,85.0,10.0,80.0,0.0,10.0,235.0,2625.0,,,,,,,,5925.0,130.0,20.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5795.0,,,,,,,82.1,2.1,3.24,0.38,3.05,0.0,0.38,8.95,2.19,0.34,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.81,49.7,
