CSDUID,"Population, 2021","Population, 2016",Population Density (sq km),Land Area (sq km),"Population Change (%), 2016 to 2021",Number of Men,Men in Workforce,People in Workforce,"Number of Private Dwellings, 2021","Number of Private Dwellings, 2016","Number of Occupied Private Dwellings, 2021","Number of Occupied Private Dwellings, 2016",Average Household Size,"Total Private Dwellings Change (%), 2016 to 2021","Occupied Dwellings Change (%), 2016 to 2021",Number of Single-detached Houses,Number of Semi-detached Houses,Number of Row Houses,Number of Apartments (duplex),Number of Apartments (<5 story buildings),Number of Apartments (5+ story buildings),Number of Other Single-attached Houses,Number of Movable Dwellings,Total Dwellings by Type,Indigenous identity: total count,Indigenous identity: Indigenous identity count,Single Indigenous responses,Single Indigenous responses: First Nations,Single Indigenous responses: Métis,Single Indigenous responses: Inuit,Multiple Indigenous responses,Visible minority: total counts,Visible minority: Total visible minority population,Visible minority: South Asian,Visible minority: Chinese,Visible minority: Black,Visible minority: Filipino,Visible minority: Arab,Visible minority: Latin American,Visible minority: Southeast Asian,Visible minority: West Asian,Visible minority: Korean,Visible minority: Japanese,Visible minority: Multiple visible minorities,Visible minority: Not a visible minority,Indigenous identity: Indigenous identity count (%),Single Indigenous responses (%),Single Indigenous responses: First Nations (%),Single Indigenous responses: Métis (%),Single Indigenous responses: Inuit (%),Multiple Indigenous responses (%),Number of Single-detached Houses (%),Number of Semi-detached Houses (%),Number of Row Houses (%),Number of Apartments (duplex) (%),Number of Apartments (<5 story buildings) (%),Number of Apartments (5+ story buildings) (%),Number of Other Single-attached Houses (%),Number of Movable Dwellings (%),Visible minority: Total visible minority population (%),Visible minority: South Asian (%),Visible minority: Chinese (%),Visible minority: Black (%),Visible minority: Filipino (%),Visible minority: Arab (%),Visible minority: Latin American (%),Visible minority: Southeast Asian (%),Visible minority: West Asian (%),Visible minority: Korean (%),Visible minority: Japanese (%),Visible minority: Multiple visible minorities (%),Visible minority: Not a visible minority (%),Number of Men (%),Men in Workforce (%)
4714049,374.0,387.0,533.3,0.7,-3.4,190.0,,,206.0,201.0,182.0,177.0,2.1,2.5,2.8,170.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.44,2.78,0.0,0.0,2.78,0.0,0.0,0.0,,,,,,,,,,,,,,50.8,
4714047,811.0,918.0,1.0,822.81,-11.7,430.0,,,314.0,331.0,302.0,315.0,2.4,-5.1,-4.1,290.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.67,0.0,0.0,0.0,0.0,0.0,0.0,3.33,,,,,,,,,,,,,,53.02,
4714044,2962.0,3235.0,451.9,6.56,-8.4,1395.0,,,1613.0,1637.0,1379.0,1467.0,2.1,-1.5,-6.0,1050.0,45.0,15.0,15.0,210.0,35.0,5.0,5.0,1380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.09,3.26,1.09,1.09,15.22,2.54,0.36,0.36,,,,,,,,,,,,,,47.1,
4714043,885.0,911.0,1.0,843.02,-2.9,465.0,,,374.0,365.0,352.0,352.0,2.5,2.5,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.77,0.0,0.0,0.0,0.0,0.0,0.0,1.41,,,,,,,,,,,,,,52.54,
4714068,139.0,89.0,60.8,2.29,56.2,65.0,,,186.0,142.0,72.0,40.0,1.9,31.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.76,
4714077,1219.0,1471.0,0.2,5145.75,-17.1,615.0,,,663.0,740.0,543.0,622.0,2.2,-10.4,-12.7,530.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.25,0.0,0.0,0.0,0.0,0.0,0.0,1.83,,,,,,,,,,,,,,50.45,
4714048,25.0,15.0,33.7,0.74,66.7,,,,11.0,11.0,11.0,9.0,,0.0,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4714009,50.0,40.0,93.9,0.53,25.0,30.0,,,64.0,57.0,28.0,22.0,1.8,12.3,27.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,60.0,
4714079,343.0,355.0,344.9,0.99,-3.4,185.0,,,175.0,184.0,154.0,165.0,2.2,-4.9,-6.7,125.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.65,0.0,0.0,0.0,0.0,0.0,0.0,19.35,,,,,,,,,,,,,,53.94,
4714053,683.0,630.0,0.8,838.86,8.4,355.0,,,340.0,318.0,295.0,281.0,2.3,6.9,5.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.61,0.0,0.0,0.0,0.0,0.0,0.0,3.39,,,,,,,,,,,,,,51.98,
4714843,66.0,50.0,1.0,64.81,32.0,30.0,,,14.0,15.0,13.0,14.0,5.2,-6.7,-7.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.45,
4714841,475.0,436.0,8.1,58.57,8.9,255.0,,,144.0,121.0,132.0,110.0,3.6,19.0,20.0,115.0,5.0,15.0,0.0,0.0,0.0,0.0,5.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.19,3.7,11.11,0.0,0.0,0.0,0.0,3.7,,,,,,,,,,,,,,53.68,
4714061,176.0,194.0,331.5,0.53,-9.3,100.0,,,100.0,88.0,82.0,82.0,2.1,13.6,0.0,70.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,0.0,0.0,0.0,12.5,0.0,0.0,0.0,,,,,,,,,,,,,,56.82,
4715019,716.0,662.0,364.6,1.96,8.2,345.0,,,264.0,254.0,255.0,250.0,2.8,3.9,2.0,230.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,255.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.2,3.92,0.0,0.0,0.0,0.0,0.0,1.96,,,,,,,,,,,,,,48.18,
4715018,1461.0,1379.0,2.2,671.82,5.9,740.0,,,528.0,558.0,487.0,466.0,3.0,-5.4,4.5,480.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97,0.0,0.0,0.0,0.0,0.0,0.0,2.06,,,,,,,,,,,,,,50.65,
4715085,121.0,142.0,107.5,1.13,-14.8,60.0,,,57.0,56.0,53.0,54.0,2.3,1.8,-1.9,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.59,
4715038,75.0,60.0,173.2,0.43,25.0,30.0,,,52.0,46.0,34.0,32.0,2.2,13.0,6.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43,0.0,0.0,0.0,0.0,0.0,0.0,14.29,,,,,,,,,,,,,,40.0,
4715005,206.0,210.0,292.5,0.7,-1.9,105.0,,,95.0,94.0,88.0,87.0,2.3,1.1,1.1,75.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,5.56,0.0,0.0,0.0,0.0,0.0,11.11,,,,,,,,,,,,,,50.97,
4715011,461.0,467.0,0.6,788.95,-1.3,245.0,,,202.0,206.0,180.0,189.0,2.6,-1.9,-4.8,175.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22,0.0,0.0,0.0,0.0,0.0,0.0,2.78,,,,,,,,,,,,,,53.15,
4715845,1249.0,1323.0,11.5,108.88,-5.6,645.0,,,315.0,311.0,304.0,301.0,4.0,1.3,1.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.44,0.0,0.0,0.0,0.0,0.0,0.0,6.56,,,,,,,,,,,,,,51.64,
4715859,32.0,28.0,3.3,9.63,14.3,,,,5.0,5.0,5.0,5.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715052,65.0,60.0,79.0,0.82,8.3,30.0,,,30.0,25.0,29.0,23.0,2.2,20.0,26.1,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,46.15,
4715068,1066.0,1033.0,446.6,2.39,3.2,525.0,,,475.0,465.0,450.0,436.0,2.3,2.2,3.2,350.0,35.0,5.0,10.0,20.0,0.0,5.0,25.0,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.78,7.78,1.11,2.22,4.44,0.0,1.11,5.56,,,,,,,,,,,,,,49.25,
4715067,658.0,656.0,1.2,547.08,0.3,345.0,,,272.0,263.0,247.0,242.0,2.5,3.4,2.1,245.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,52.43,
4715012,604.0,611.0,643.0,0.94,-1.1,315.0,,,299.0,286.0,274.0,270.0,2.2,4.5,1.5,250.0,0.0,20.0,0.0,0.0,0.0,5.0,5.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.59,0.0,7.41,0.0,0.0,0.0,1.85,1.85,,,,,,,,,,,,,,52.15,
4715094,3277.0,3375.0,4.2,787.35,-2.9,1645.0,,,1317.0,1311.0,1237.0,1237.0,2.6,0.5,0.0,1215.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.98,0.0,0.0,0.0,0.0,0.0,0.0,1.61,,,,,,,,,,,,,,50.2,
4715070,1160.0,840.0,18.4,62.93,38.1,610.0,,,1698.0,1665.0,589.0,413.0,2.0,2.0,42.6,570.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.44,1.71,0.0,0.0,0.85,0.0,0.0,0.85,,,,,,,,,,,,,,52.59,
4715076,302.0,289.0,65.8,4.59,4.5,165.0,,,147.0,138.0,117.0,114.0,2.5,6.5,2.6,90.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.26,4.35,0.0,0.0,0.0,0.0,0.0,8.7,,,,,,,,,,,,,,54.64,
4715041,772.0,814.0,364.8,2.12,-5.2,380.0,,,364.0,361.0,331.0,334.0,2.2,0.8,-0.9,290.0,15.0,20.0,5.0,5.0,0.0,0.0,0.0,330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.88,4.55,6.06,1.52,1.52,0.0,0.0,0.0,,,,,,,,,,,,,,49.22,
4715850,266.0,317.0,3.2,83.53,-16.1,135.0,,,80.0,82.0,80.0,79.0,3.3,-2.4,1.3,75.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75,0.0,0.0,0.0,0.0,0.0,0.0,6.25,,,,,,,,,,,,,,50.75,
4715062,579.0,569.0,243.3,2.38,1.8,275.0,,,232.0,242.0,202.0,202.0,2.7,-4.1,0.0,180.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,5.0,0.0,0.0,2.5,0.0,0.0,2.5,,,,,,,,,,,,,,47.5,
4715061,1010.0,955.0,1.0,1034.52,5.8,510.0,,,450.0,377.0,384.0,355.0,2.6,19.4,8.2,370.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.37,0.0,0.0,0.0,0.0,0.0,0.0,2.63,,,,,,,,,,,,,,50.5,
4715002,259.0,285.0,394.5,0.66,-9.1,130.0,,,114.0,117.0,105.0,107.0,2.5,-2.6,-1.9,100.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.24,4.76,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.19,
4715036,364.0,345.0,0.6,583.95,5.5,195.0,,,176.0,166.0,137.0,143.0,2.7,6.0,-4.2,135.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,,,,,,,,,,,,,,53.57,
4715051,656.0,732.0,0.8,838.98,-10.4,340.0,,,256.0,274.0,240.0,266.0,2.7,-6.6,-9.8,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,51.83,
4715079,647.0,671.0,1.0,656.6,-3.6,340.0,,,295.0,283.0,259.0,260.0,2.5,4.2,-0.4,245.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.23,0.0,0.0,0.0,0.0,0.0,0.0,3.85,,,,,,,,,,,,,,52.55,
4715014,525.0,466.0,0.8,659.69,12.7,270.0,,,215.0,187.0,190.0,168.0,2.8,15.0,13.1,180.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.74,0.0,0.0,0.0,0.0,0.0,2.63,5.26,,,,,,,,,,,,,,51.43,
4715034,889.0,874.0,702.3,1.27,1.7,450.0,,,355.0,339.0,339.0,333.0,2.6,4.7,1.8,290.0,15.0,30.0,5.0,0.0,0.0,0.0,0.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29,4.41,8.82,1.47,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.62,
4715027,784.0,688.0,689.4,1.14,14.0,400.0,,,276.0,246.0,268.0,241.0,2.9,12.2,11.2,240.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.57,5.66,1.89,1.89,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,51.02,
4715039,802.0,675.0,1.0,786.69,18.8,415.0,,,824.0,802.0,367.0,293.0,2.2,2.7,25.3,355.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,365.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.26,0.0,0.0,0.0,0.0,0.0,0.0,4.11,,,,,,,,,,,,,,51.75,
4715008,6033.0,5869.0,453.5,13.3,2.8,2940.0,,,2707.0,2582.0,2494.0,2457.0,2.3,4.8,1.5,1920.0,90.0,95.0,65.0,315.0,0.0,0.0,5.0,2495.0,,,,,,,,5805.0,810.0,50.0,20.0,85.0,600.0,0.0,15.0,0.0,0.0,0.0,10.0,0.0,4995.0,,,,,,,76.95,3.61,3.81,2.61,12.63,0.0,0.0,0.2,13.95,0.86,0.34,1.46,10.34,0.0,0.26,0.0,0.0,0.0,0.17,0.0,86.05,48.73,
4715007,961.0,935.0,1.2,780.28,2.8,515.0,,,422.0,432.0,370.0,365.0,2.6,-2.3,1.4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,0.0,0.0,0.0,0.0,0.0,0.0,2.7,,,,,,,,,,,,,,53.59,
4715054,563.0,565.0,0.7,844.71,-0.4,290.0,,,385.0,395.0,266.0,272.0,2.1,-2.5,-2.2,250.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.34,0.0,0.0,0.0,0.0,0.0,0.0,3.77,,,,,,,,,,,,,,51.51,
4715849,850.0,743.0,12.1,70.06,14.4,435.0,,,192.0,152.0,192.0,152.0,4.4,26.3,26.3,175.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.74,5.13,0.0,0.0,0.0,0.0,0.0,2.56,,,,,,,,,,,,,,51.18,
4715074,671.0,654.0,426.0,1.58,2.6,310.0,,,305.0,304.0,265.0,263.0,2.4,0.3,0.8,235.0,25.0,0.0,0.0,5.0,0.0,0.0,0.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.68,9.43,0.0,0.0,1.89,0.0,0.0,0.0,,,,,,,,,,,,,,46.2,
4715071,604.0,554.0,0.7,921.69,9.0,320.0,,,255.0,231.0,220.0,205.0,2.8,10.4,7.3,205.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.18,2.27,0.0,0.0,0.0,0.0,0.0,2.27,,,,,,,,,,,,,,52.98,
4715820,89.0,34.0,60.0,1.48,161.8,30.0,,,20.0,12.0,16.0,12.0,5.6,66.7,33.3,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,33.71,
4715029,265.0,267.0,215.6,1.23,-0.7,135.0,,,121.0,118.0,115.0,116.0,2.3,2.5,-0.9,105.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,50.94,
4715026,1304.0,1387.0,1.8,725.42,-6.0,665.0,,,428.0,415.0,396.0,400.0,3.0,3.1,-1.0,385.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.25,1.25,0.0,0.0,0.0,0.0,0.0,2.5,,,,,,,,,,,,,,51.0,
4715006,289.0,284.0,299.1,0.97,1.8,160.0,,,135.0,128.0,116.0,117.0,2.5,5.5,-0.9,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,55.36,
4715048,506.0,587.0,0.7,714.17,-13.8,265.0,,,279.0,290.0,179.0,214.0,2.8,-3.8,-16.4,175.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.22,0.0,0.0,0.0,0.0,0.0,0.0,2.78,,,,,,,,,,,,,,52.37,
4715075,1300.0,915.0,2.7,488.65,42.1,635.0,,,1859.0,2134.0,604.0,438.0,2.0,-12.9,37.9,570.0,0.0,30.0,0.0,0.0,0.0,0.0,5.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,0.0,5.0,0.0,0.0,0.0,0.0,0.83,,,,,,,,,,,,,,48.85,
4715851,367.0,354.0,2.9,125.77,3.7,175.0,,,99.0,98.0,89.0,88.0,4.1,1.0,1.1,80.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.12,0.0,0.0,0.0,0.0,0.0,0.0,11.76,,,,,,,,,,,,,,47.68,
4715092,169.0,175.0,318.1,0.53,-3.4,75.0,,,86.0,82.0,75.0,74.0,2.2,4.9,1.4,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,44.38,
4715047,188.0,241.0,183.5,1.02,-22.0,90.0,,,115.0,125.0,100.0,113.0,1.9,-8.0,-11.5,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,47.87,
4715853,423.0,442.0,18.0,23.44,-4.3,225.0,,,115.0,118.0,107.0,113.0,4.0,-2.5,-5.3,100.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.24,0.0,0.0,4.76,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,53.19,
4715004,403.0,430.0,295.5,1.36,-6.3,195.0,,,186.0,184.0,173.0,176.0,2.3,1.1,-1.7,150.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,0.0,8.57,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.39,
4715847,700.0,647.0,7.3,96.28,8.2,360.0,,,233.0,217.0,227.0,205.0,3.1,7.4,10.7,190.0,15.0,0.0,10.0,0.0,0.0,0.0,10.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.44,6.67,0.0,4.44,0.0,0.0,0.0,4.44,,,,,,,,,,,,,,51.43,
4715844,671.0,680.0,12.4,54.09,-1.3,335.0,,,164.0,168.0,156.0,163.0,4.3,-2.4,-4.3,145.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.55,3.23,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,49.93,
4715862,5.0,10.0,4.3,1.15,-50.0,,,,3.0,2.0,3.0,2.0,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715857,0.0,10.0,0.0,2.11,-100.0,,,,0.0,5.0,0.0,5.0,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715861,0.0,0.0,0.0,1.83,,,,,0.0,1.0,0.0,1.0,,-100.0,-100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4715098,118.0,154.0,180.4,0.65,-23.4,60.0,,,68.0,70.0,51.0,58.0,2.3,-2.9,-12.1,40.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,10.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,,,,,,,50.85,
4715099,1071.0,900.0,0.4,2450.94,19.0,565.0,,,623.0,479.0,455.0,382.0,2.3,30.1,19.1,415.0,5.0,0.0,0.0,5.0,0.0,5.0,30.0,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.21,1.1,0.0,0.0,1.1,0.0,1.1,6.59,,,,,,,,,,,,,,52.75,
4715045,65.0,65.0,133.6,0.49,0.0,30.0,,,42.0,46.0,36.0,39.0,1.8,-8.7,-7.7,30.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71,0.0,0.0,0.0,0.0,0.0,0.0,14.29,,,,,,,,,,,,,,46.15,
4715066,37756.0,35926.0,562.1,67.17,5.1,18230.0,,,15490.0,15173.0,14308.0,13847.0,2.5,2.1,3.3,9245.0,485.0,490.0,310.0,3145.0,625.0,10.0,5.0,14310.0,,,,,,,,36105.0,4220.0,1045.0,170.0,805.0,1440.0,155.0,155.0,310.0,15.0,20.0,10.0,55.0,31885.0,,,,,,,64.61,3.39,3.42,2.17,21.98,4.37,0.07,0.03,11.69,2.89,0.47,2.23,3.99,0.43,0.43,0.86,0.04,0.06,0.03,0.15,88.31,48.28,
4715064,3438.0,3562.0,3.4,1010.1,-3.5,2115.0,,,1111.0,1122.0,1055.0,1054.0,2.6,-1.0,0.1,845.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,1055.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.09,0.0,0.0,0.0,0.0,0.0,0.0,19.91,,,,,,,,,,,,,,61.52,
4715016,177.0,167.0,223.1,0.79,6.0,80.0,,,87.0,78.0,75.0,71.0,2.4,11.5,5.6,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,45.2,
4715032,1602.0,1688.0,386.9,4.14,-5.1,770.0,,,694.0,747.0,642.0,689.0,2.5,-7.1,-6.8,530.0,15.0,15.0,20.0,50.0,0.0,5.0,5.0,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.81,2.34,2.34,3.12,7.81,0.0,0.78,0.78,,,,,,,,,,,,,,48.06,
4715031,2473.0,2300.0,2.6,944.28,7.5,1265.0,,,797.0,707.0,744.0,684.0,3.2,12.7,8.8,720.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,1.35,1.35,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,51.15,
4715046,80.0,84.0,145.2,0.55,-4.8,30.0,,,45.0,53.0,41.0,43.0,1.9,-15.1,-4.7,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,37.5,
4715049,638.0,667.0,249.7,2.56,-4.3,325.0,,,268.0,247.0,250.0,232.0,2.6,8.5,7.8,180.0,5.0,5.0,30.0,5.0,0.0,0.0,25.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,2.0,2.0,12.0,2.0,0.0,0.0,10.0,,,,,,,,,,,,,,50.94,
4715003,104.0,97.0,123.7,0.84,7.2,50.0,,,49.0,48.0,46.0,42.0,2.3,2.1,9.5,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,48.08,
4715059,432.0,415.0,445.3,0.97,4.1,215.0,,,154.0,155.0,152.0,149.0,2.7,-0.6,2.0,130.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.67,6.67,0.0,0.0,0.0,0.0,0.0,6.67,,,,,,,,,,,,,,49.77,
4715057,1029.0,1086.0,1.3,777.51,-5.2,505.0,,,472.0,452.0,402.0,424.0,2.5,4.4,-5.2,365.0,5.0,10.0,10.0,0.0,0.0,0.0,10.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.12,1.23,2.47,2.47,0.0,0.0,0.0,2.47,,,,,,,,,,,,,,49.08,
