GEO,CSDUID,Indigenous identity,Single Indigenous responses,First Nations,Métis,Inuit,Multiple Indigenous responses,Indigenous responses nie,Non-Indigenous identity
Cowichan Lake,5919812,,,,,,,,
Lyacksun 3,5919813,,,,,,,,
Malachan 11,5919814,94.4,94.4,94.4,0,0,0,0,0
Malahat 11,5919815,78.8,78.8,78.8,0,0,0,0,21.2
Oyster Bay 12,5919816,100,100,100,0,0,0,0,0
Portier Pass 5,5919817,,,,,,,,
Theik 2,5919818,88.9,88.9,88.9,0,0,0,0,22.2
Est-Patrolas 4,5919820,,,,,,,,
Tzart-Lam 5,5919821,,,,,,,,
Cowichan,5919822,92.8,92,91.8,0,0,0,0.8,7.2
Nanaimo,5921007,8.2,7.8,4.5,3.2,0.1,0.2,0.2,91.8
Lantzville,5921008,5.8,5.6,1.7,3.8,0,0,0,94.2
Nanaimo A,5921010,7.8,7.6,4.3,3.4,0,0.1,0,92.2
Nanaimo B,5921014,3.6,2.9,0.9,1.9,0,0.7,0,96.6
Nanaimo C,5921016,6.5,6.5,3.4,3.1,0,0,0,93.3
Parksville,5921018,4.1,4,1.9,1.9,0.2,0,0,96
Qualicum Beach,5921023,3.1,2.9,0.9,2.1,0,0,0.1,96.9
Nanaimo E,5921030,2.9,2.8,0.9,1.9,0,0,0,97.2
Nanaimo F,5921032,7.1,6.8,3.2,3.7,0,0.2,0,92.9
Nanaimo G,5921034,4.3,4.2,1.6,2.6,0,0.1,0,95.7
Nanaimo H,5921036,5.9,5.4,2.7,2.6,0,0,0.4,94.1
Nanaimo Town 1,5921804,97.4,97.4,97.4,0,0,0,0,0
Nanoose,5921805,95.9,95.9,95.9,0,0,0,0,4.1
Qualicum,5921806,75,68.8,68.8,0,0,0,0,31.3
Nanaimo River,5921807,90.6,87.5,87.5,0,0,0,3.1,9.4
Port Alberni,5923008,15.9,15.6,10.8,4.8,0.1,0.3,0.1,84.1
Ucluelet,5923019,6.5,6.5,3.5,3,0,0,0,93.2
Tofino,5923025,6.1,6.1,4.3,1.8,0,0,0,94.2
Alberni-Clayoquot B,5923033,9.5,9.5,7.6,1.9,0,0,0,90.5
Alberni-Clayoquot D,5923035,6.3,6.3,3,2.8,0,0,0,93.7
Alberni-Clayoquot E,5923037,11.8,11.3,5.3,6.1,0,0,0.3,88.2
Alberni-Clayoquot F,5923039,11.8,11.8,6.8,4.7,0,0,0,88.2
Alberni-Clayoquot A,5923047,27.5,27.5,27.5,0,0,0,0,70
Alberni-Clayoquot C,5923049,40.6,40,37.7,1.7,0,0,0,60
Ahahswinis 1,5923801,86.7,86.7,86.7,0,0,0,0,13.3
Alberni 2,5923802,,,,,,,,
Anacla 12,5923803,90.5,85.7,85.7,0,0,0,0,9.5
Clakamucus 2,5923804,,,,,,,,
Elhlateese 2,5923805,,,,,,,,
Hesquiat 1,5923806,,,,,,,,
Ittatsoo 1,5923807,95.3,95.3,95.3,0,0,0,0,3.1
Marktosis 15,5923808,98,98,98,0,0,0,0,2
Numukamis 1,5923809,,,,,,,,
Macoah 1,5923810,,,,,,,,
Opitsat 1,5923813,96.8,96.8,96.8,0,0,0,0,0
Sachsa 4,5923814,,,,,,,,
Tsahaheh 1,5923816,96.6,95.8,95.8,0,0,0,1.7,3.4
Klehkoot 2,5923822,,,,,,,,
Esowista 3,5923823,94.4,88.9,88.9,0,0,0,0,11.1
Refuge Cove 6,5923824,,,,,,,,
Tin Wis 11,5923825,,,,,,,,
Gold River,5924025,12.4,11.2,10,1.6,0,0,0,87.6
Zeballos,5924029,20,20,20,0,0,0,0,80
Tahsis,5924030,5.4,5.4,0,0,0,0,0,94.6
Campbell River,5924034,11.1,10.4,6.9,3.6,0,0.2,0.4,88.9
Sayward,5924039,21.1,21.1,8.8,10.5,0,0,0,80.7
Strathcona D (Oyster Bay - Buttle Lake),5924042,6.9,6.6,2.7,3.9,0,0,0,93.3
Strathcona A,5924048,9.1,7.5,2.7,3.8,0,0,0,90.3
Strathcona B,5924052,3.8,3.8,0.9,2.4,0,0,0,96.2
Strathcona C,5924054,4.7,4.7,3,1.7,0.4,0,0,95.3
Ahaminaquus 12,5924803,,,,,,,,
Campbell River 11,5924804,86.5,85.4,83.1,0,0,0,2.2,13.5
Chenahkint 12,5924805,,,,,,,,
Houpsitas 6,5924806,93.8,93.8,93.8,0,0,0,0,0
Quinsam 12,5924812,80.6,80.6,80.6,0,0,0,0,19.4
Village Island 1,5924813,,,,,,,,
Yuquot 1,5924814,,,,,,,,
Cape Mudge 10,5924817,86.2,75.9,75.9,0,0,0,6.9,17.2
Squirrel Cove 8,5924818,,,,,,,,
Tork 7,5924820,100,100,100,0,0,0,0,0
Oclucje 7,5924833,,,,,,,,
Tsa Xana 18,5924835,100,97.6,97.6,0,0,0,4.9,0
Ehatis 11,5924836,100,100,100,0,0,0,0,0
Homalco 9,5924840,90.7,90.7,90.7,0,0,0,0,7
Nenagwas 12,5924843,,,,,,,,
Comox,5926005,6.8,6.7,3.7,2.7,0.2,0,0.1,93.2
Courtenay,5926010,7.6,7.4,4.3,3,0.1,0.1,0.1,92.4
Cumberland,5926014,7.9,7.4,4.4,2.9,0,0.6,0,92
Comox Valley A,5926021,6.4,5.9,3.5,2.4,0,0.3,0.1,93.7
Comox Valley B (Lazo North),5926022,6.4,6.3,2.9,3.3,0,0.1,0,93.6
Comox Valley C (Puntledge - Black Creek),5926024,6.9,6.5,3.7,2.8,0,0.4,0,93
Comox 1,5926801,60.3,56.9,56.9,0,0,0,3.4,37.9
Pentledge 2,5926802,,,,,,,,
Powell River,5927008,6.1,5.9,3.2,2.7,0.1,0.1,0.1,93.9
qathet A,5927010,10.8,10.8,6,4.8,0,0,0,88.8
qathet B,5927012,6.1,5.8,4,1.8,0,0,0,93.9
qathet C,5927016,6,6,2.8,3.5,0,0,0,93.8
qathet D,5927018,3.3,3.3,1.9,1.4,0,0,0,96.7
qathet E,5927020,2.9,2.9,0,0,0,0,0,98.1
Sliammon 1,5927802,70.5,68.6,67.9,1.3,0,1.3,1.3,29.5
Sechelt (Part),5927806,,,,,,,,
Gibsons,5929005,5.9,5,2.8,2.3,0,0,0.8,94.1
Sechelt,5929011,5,4.9,2.5,2.3,0,0,0.1,95.1
Sunshine Coast A,5929018,10.9,10.9,6.4,4.7,0,0,0,89.1
Sunshine Coast B,5929022,6.4,6.4,4.2,2,0,0,0,93.2
Sunshine Coast D,5929024,4.4,4.1,2.3,1.8,0,0,0.3,95.6
Sunshine Coast E,5929026,5.9,5.6,2.4,3.3,0,0,0.4,94.1
Sunshine Coast F,5929028,4.3,4.1,1.7,2.6,0,0,0,95.5
Chekwelp 26,5929801,,,,,,,,
Sechelt (Part),5929803,63.9,61.2,61.2,1.4,0,0,2,36.1
Squamish,5931006,3.9,3.7,2.4,1.3,0,0.1,0.1,96.1
Pemberton,5931012,6.2,5.7,2.1,3.7,0,0,0,94
Squamish-Lillooet C,5931017,5.8,5.3,4,1.5,0,0,0.5,94
Whistler,5931020,1.1,1.1,0.6,0.5,0,0,0,98.9
Squamish-Lillooet D,5931021,0,0,0,0,0,0,0,99.5
Lillooet,5931026,22.4,20.9,16.7,4.2,0,0,1.5,77.6
Squamish-Lillooet A,5931032,0,0,0,0,0,0,0,100
Squamish-Lillooet B,5931034,5.7,5.7,0,2.3,0,0,0,94.3
Cheakamus 11,5931801,68.4,63.2,63.2,0,0,0,0,36.8
Kowtain 17,5931802,100,100,100,0,0,0,0,18.2
Seaichem 16,5931806,,,,,,,,
Stawamus 24,5931807,84.2,84.2,84.2,0,0,0,0,21.1
Waiwakum 14,5931808,93.2,93.2,93.2,0,0,0,0,6.8
Yekwaupsum 18,5931809,,,,,,,,
Nesuch 3,5931812,94.7,94.7,94.7,0,0,0,0,0
Bridge River 1,5931813,93.8,93.8,93.8,0,0,0,0,4.2
Cayoosh Creek 1,5931814,61.5,61.5,53.8,0,0,0,0,38.5
Chilhil 6,5931815,100,100,100,0,0,0,0,0
Fountain 1,5931816,100,100,100,0,0,0,0,0
Fountain 3,5931817,,,,,,,,
Fountain 10,5931818,,,,,,,,
Fountain 11,5931819,,,,,,,,
Fountain 12,5931820,,,,,,,,
Lillooet 1,5931821,89.7,89.7,89.7,0,0,0,0,12.1
Fountain Creek 8,5931822,,,,,,,,
McCartney's Flat 4,5931823,,,,,,,,
Seton Lake 5,5931824,,,,,,,,
Fountain 1D,5931825,,,,,,,,
Necait 6,5931826,,,,,,,,
Nesikep 6,5931827,,,,,,,,
Pashilqua 2,5931828,100,100,100,0,0,0,0,0
Pavilion 1,5931829,90,90,90,0,0,0,0,0
Slosh 1,5931831,100,100,100,0,0,0,0,0
Towinock 2,5931832,,,,,,,,
Mission 5,5931833,,,,,,,,
Fountain 3A,5931834,,,,,,,,
Fountain 1B,5931842,92.3,92.3,92.3,0,0,0,0,0
Mount Currie,5931843,97.6,97.6,97.6,0,0,0,0,2.4
Nequatque,5931844,93.5,93.5,93.5,0,0,0,0,6.5
Merritt,5933006,22,20.4,15,5.3,0.2,1.2,0.3,78.1
Thompson-Nicola M (Beautiful Nicola Valley - North),5933008,15.5,15.2,11.2,4,0,0,0,85.1
Thompson-Nicola N (Beautiful Nicola Valley - South),5933012,15.3,14.6,4.4,9.5,0,0,0,85.4
Lytton,5933015,43.3,40,40,0,0,0,0,53.3
Ashcroft,5933019,12,12,6.2,5.2,0,0,0,87.7
Cache Creek,5933024,13.9,12.8,7.5,5.3,0,0,0,86.1
Clinton,5933028,31.5,28.2,21.8,7.3,0,0,1.6,67.7
Thompson-Nicola E (Bonaparte Plateau),5933032,12.4,12,7.4,4.6,0,0,0,87.6
Logan Lake,5933035,10.7,10.2,4.4,6,0,0,0,89.3
Thompson-Nicola I (Blue Sky Country),5933037,10.4,9.8,8.8,1,0,0,0,90.2
Thompson-Nicola J (Copper Desert Country),5933039,6.4,6.4,2.8,3.6,0,0,0,93.6
Kamloops,5933042,10.5,10.1,5.8,4.3,0,0.3,0.1,89.5
Thompson-Nicola P (Rivers and the Peaks),5933044,8.7,8.5,3.7,4.8,0,0,0,91.3
Sun Peaks Mountain,5933045,2.5,2.2,1.8,0,0,0,0,97.5
Chase,5933054,11.3,11.1,5.7,5.5,0,0,0,88.7
Thompson-Nicola L (Grasslands),5933060,6.5,5.4,2.2,3.4,0,0.9,0.3,93.5
Clearwater,5933067,13.4,12.7,5.7,7,0,0,0,86.6
Thompson-Nicola A (Wells Gray Country),5933068,10.3,10.3,6.1,3.9,0.6,0,0,89.7
Thompson-Nicola B (Thompson Headwaters),5933070,16,14,6,8,0,0,0,86
Thompson-Nicola O (Lower North Thompson),5933072,7.6,7.6,5,2.3,0,0,0,92.4
Barriere,5933074,9.7,9.4,5.1,3.9,0,0,0,90.3
Coldwater 1,5933801,98.6,98.6,98.6,0,0,0,0,0
Douglas Lake 3,5933802,94.7,94.7,94.7,0,0,0,0,5.3
Hamilton Creek 2,5933803,,,,,,,,
Joeyaska 2,5933805,75,75,75,0,0,0,0,16.7
Nicola Lake 1,5933806,96.7,96.7,96.7,0,0,0,0,0
Nicola Mameet 1,5933807,93.3,91.3,88.5,2.9,0,0,1.9,7.7
Nooaitch 10,5933808,94.1,91.2,88.2,0,0,0,5.9,5.9
Paul's Basin 2,5933809,,,,,,,,
Chuchhraischin,5933810,,,,,,,,
Zoht 4,5933811,,,,,,,,
Bonaparte 3,5933812,90.3,90.3,83.9,0,0,0,0,12.9
Halhalaeden,5933813,,,,,,,,
Canoe Creek 1,5933814,90.9,90.9,90.9,0,0,0,0,0
Skeetchestn,5933817,95.8,85.4,81.3,4.2,0,0,8.3,4.2
High Bar 1,5933819,,,,,,,,
Canoe Creek 2,5933821,100,100,100,0,0,0,0,0
Kitzowit 20,5933823,,,,,,,,
Skuppah 2A,5933824,,,,,,,,
Inklyuhkinatko 2,5933825,,,,,,,,
Basque 18,5933828,,,,,,,,
Klahkamich 17,5933829,,,,,,,,
Kleetlekut 22,5933831,,,,,,,,
Klickkumcheen 18,5933832,100,93.8,93.8,0,0,0,12.5,0
Inkluckcheen,5933833,100,89.5,89.5,0,0,0,10.5,0
Kumcheen 1,5933834,,,,,,,,
Lower Hat Creek 2,5933836,100,100,100,0,0,0,0,0
Peq-Paq 22,5933837,,,,,,,,
Lytton 4A,5933839,,,,,,,,
Lytton 4E,5933840,,,,,,,,
Lytton 9A,5933841,,,,,,,,
Lytton 9B,5933842,,,,,,,,
Ashcroft 4,5933844,100,100,100,0,0,0,0,0
105 Mile Post 2,5933845,,,,,,,,
Oregon Jack Creek 5,5933846,,,,,,,,
Nickel Palm 4,5933848,,,,,,,,
Siska Flat,5933849,100,100,100,0,0,0,0,0
Nickeyeah 25,5933850,,,,,,,,
Nicomen 1,5933851,,,,,,,,
Nohomeen 23,5933852,,,,,,,,
Nuuautin 2,5933853,100,95,95,0,0,0,10,0
Paska Island 3,5933854,,,,,,,,
Papyum 27,5933855,,,,,,,,
Pemynoos 9,5933857,,,,,,,,
Seah 5,5933858,,,,,,,,
Shackan 11,5933859,100,88.9,88.9,0,0,0,0,22.2
Kloklowuck 7,5933861,,,,,,,,
Skuppah 4,5933865,,,,,,,,
Skwayaynope 26,5933866,,,,,,,,
Spintlum Flat 3,5933868,,,,,,,,
Nkaih 10,5933870,,,,,,,,
Marble Canyon 3,5933872,100,100,100,0,0,0,0,0
Stryen 9,5933873,100,100,100,0,0,0,0,0
Tsaukan 12,5933874,,,,,,,,
Upper Hat Creek 1,5933875,,,,,,,,
Upper Nepa 6,5933876,,,,,,,,
Whispering Pines 4,5933877,72.7,72.7,72.7,0,0,0,0,36.4
Yawaucht 11,5933878,,,,,,,,
Zacht 5,5933879,,,,,,,,
Kamloops 1,5933880,27.3,25.7,22.3,3.2,0,1.2,0.5,72.7
Spences Bridge,5933881,,,,,,,,
Kanaka Bar,5933882,,,,,,,,
Sahhaltkum 4,5933884,93.7,93.7,92.1,3.2,0,0,0,6.3
Nekalliston 2,5933886,,,,,,,,
North Thompson 1,5933887,91.2,85.3,85.3,0,0,0,5.9,8.8
Louis Creek 4,5933888,,,,,,,,
Squaam 2,5933889,,,,,,,,
Stequmwhulpa 5,5933892,,,,,,,,
Twoyqhalsht 16,5933893,,,,,,,,
Shawniken 4B,5933895,,,,,,,,
Nekliptum 1,5933896,100,100,100,0,0,0,0,0
Boothroyd 8A,5933897,,,,,,,,
Neskonlith,5933898,89.3,89.3,85.7,3.6,0,0,0,8.9
Entlqwekkinh 19,5933899,,,,,,,,
Kelowna,5935010,5.6,5.4,2.4,2.9,0,0.2,0.1,94.4
Central Okanagan,5935012,6.5,6.1,2.6,3.4,0,0.2,0,93.5
Lake Country,5935016,6.2,6,2.6,3.4,0,0.2,0,93.8
Peachland,5935018,4.9,4.6,2.6,2.1,0,0,0.3,95.1
Central Okanagan West,5935020,9,8.7,4.9,3.7,0,0,0.3,91
West Kelowna,5935029,6.1,5.8,2.5,3.3,0,0.2,0.1,93.9
Duck Lake 7,5935801,9.5,8.4,3,5.4,0,0,0,90.5
Tsinstikeptum 9,5935802,12.6,12.1,8.7,3.3,0.1,0.2,0.3,87.4
Tsinstikeptum 10,5935803,13.3,13.3,9.3,3.1,0,0,0,87
Lumby,5937005,11.7,11.7,6.2,5.5,0,0,0,88.6
Coldstream,5937010,4.9,4.8,2.5,2.4,0,0,0,95.1
Vernon,5937014,7.3,7.1,3.3,3.7,0.1,0.1,0.1,92.7
North Okanagan B,5937017,4.6,4.1,2.2,1.9,0,0,0.3,95.6
North Okanagan C,5937021,4.9,4.6,1.6,3.1,0,0,0.2,95.2
North Okanagan D,5937022,11.7,11.2,4,7.2,0,0.9,0,88.1
North Okanagan E,5937023,6,6,3.2,3.2,0,0,0,94
Spallumcheen,5937024,5.8,5.6,3.3,2.3,0,0.3,0,94.2
Armstrong,5937028,7.2,7.1,2.6,4.4,0,0,0,92.9
Enderby,5937033,10.6,10.1,4.5,5.5,0,0,0,89.4
North Okanagan F,5937041,6.8,6.7,2.9,3.7,0,0,0.2,93.2
Okanagan (Part) 1,5937801,25.1,24.8,23,1.7,0,0.3,0,74.7
Enderby 2,5937802,66.3,62.8,62.8,0,0,3.5,0,34.9
Priest's Valley 6,5937803,6.2,6.2,4.6,3.1,0,0,0,92.3
Harris 3,5937805,,,,,,,,
Golden,5939007,8.5,8.5,2.9,5.6,0,0,0,91.5
Columbia-Shuswap A,5939011,6.8,6.3,1.1,5.1,0,0,0.3,93.2
Revelstoke,5939019,4.9,4.6,2.3,2.2,0,0.3,0,95.1
Columbia-Shuswap B,5939023,5.1,0,0,0,0,1.7,0,95.8
Salmon Arm,5939032,7.6,7.4,3.1,4.3,0.1,0.1,0.1,92.4
Columbia-Shuswap C,5939037,5.9,5.9,2.9,2.9,0,0,0,94
Columbia-Shuswap D,5939039,8.9,8.5,4.6,3.9,0,0.2,0.3,91.2
Columbia-Shuswap E,5939043,14.2,14.2,8.4,5.1,0.7,0,0,85.8
Columbia-Shuswap F,5939044,6.5,6.3,1.9,4.4,0,0,0,93.7
Sicamous,5939045,9.9,8,1.7,6.3,0,1.5,0,90.5
Chum Creek 2,5939801,30,30,40,0,0,0,0,70
Hustalen 1,5939802,25,0,0,0,0,0,0,87.5
North Bay 5,5939803,66.7,55.6,55.6,0,0,0,22.2,33.3
Okanagan (Part) 1,5939804,88.2,88.2,88.2,0,0,0,0,11.8
Quaaout 1,5939805,51.8,51.8,51.8,3.6,0,0,0,48.2
Salmon River 1,5939806,,,,,,,,
Scotch Creek 4,5939807,,,,,,,,
Switsemalph 3,5939808,100,100,100,0,0,0,0,0
Switsemalph,5939811,50,50,50,0,0,0,0,50
One Hundred Mile House,5941005,16.8,16.5,9.5,7,0,0,0,83.2
Williams Lake,5941009,24.4,23.8,17.9,5.9,0,0.3,0.3,75.6
Cariboo D,5941010,17.8,17.1,11.7,5.4,0,0.3,0,82.2
Cariboo E,5941012,15.5,14.6,10,4.5,0,0.6,0.2,84.7
Quesnel,5941013,13.5,12.7,8.1,4.6,0,0.6,0.2,86.5
Cariboo F,5941014,13.3,12.6,7.4,5.1,0,0.5,0.2,86.6
Cariboo G,5941015,8.4,8.3,4,4.3,0,0,0.2,91.6
Cariboo H,5941016,8,7.5,4.5,2.9,0,0,0,92
Cariboo L,5941017,7.7,7.6,3.3,4.1,0,0,0,92.3
Cariboo A,5941019,13.5,12.9,6,6.8,0.2,0.5,0,86.5
Cariboo B,5941021,12.9,11.5,6.6,5,0,1.6,0,86.8
Wells,5941025,0,0,0,0,0,0,0,96.8
Cariboo C,5941026,10,9.6,3.1,6.2,0,0,0,90
Cariboo I,5941027,14.5,13.5,6.1,7.7,0,0,0,85.5
Cariboo J,5941039,11.8,11.8,10.1,0,0,0,0,88.2
Cariboo K,5941041,27.6,24.1,23,2.3,0,0,0,72.4
Alkali Lake 1,5941801,98.6,97.2,97.2,0,0,0,0,2.8
Canim Lake 1,5941802,,,,,,,,
Canim Lake 4,5941803,,,,,,,,
Canoe Creek 3,5941804,,,,,,,,
Deep Creek 2,5941805,95.7,91.3,91.3,0,0,0,0,0
Dog Creek 1,5941806,100,100,100,0,0,0,0,0
Dog Creek 2,5941807,,,,,,,,
Lohbiee 3,5941808,,,,,,,,
Quesnel 1,5941809,95.5,90.9,90.9,0,0,0,0,9.1
Soda Creek 1,5941810,,,,,,,,
Johny Sticks 2,5941811,,,,,,,,
Williams Lake 1,5941812,95.9,95.9,91.8,4.1,0,0,0,4.1
Canim Lake 2,5941813,,,,,,,,
Alexis Creek 14,5941817,,,,,,,,
Alexis Creek 16,5941818,,,,,,,,
Anahim's Flat 1,5941821,98.9,98.9,98.9,0,0,0,0,0
Charley Boy's Meadow 3,5941827,,,,,,,,
Chilco Lake 1,5941828,,,,,,,,
Chilco Lake 1A,5941829,,,,,,,,
Tanakut 4,5941831,,,,,,,,
Kluskus 1,5941833,,,,,,,,
Coglistiko River 29,5941835,,,,,,,,
Nazco 20,5941837,100,81.3,81.3,0,0,0,18.8,0
Puntzi Lake 2,5941838,,,,,,,,
Redstone Flat 1,5941839,100,97.2,97.2,0,0,0,0,0
Squinas 2,5941840,92.9,92.9,92.9,0,0,0,0,0
Stone 1,5941841,100,100,100,0,0,0,0,0
Agats Meadow 8,5941844,,,,,,,,
Thomas Squinas Ranch 2A,5941845,,,,,,,,
Alexis Creek 21,5941848,,,,,,,,
Baptiste Meadow 2,5941849,,,,,,,,
Toosey 1,5941850,100,100,100,0,0,0,0,0
Towdystan Lake 3,5941851,,,,,,,,
Trout Lake Alec 16,5941852,,,,,,,,
Ulkatcho 13,5941854,,,,,,,,
Windy Mouth 7,5941855,,,,,,,,
Alexis Creek 34,5941856,,,,,,,,
Betty Creek 18,5941861,,,,,,,,
Salmon River Meadow 7,5941862,,,,,,,,
Sundayman's Meadow 3,5941864,,,,,,,,
Euchinico Creek 17,5941866,,,,,,,,
Sandy Harry 4,5941868,,,,,,,,
Fishtrap 19,5941871,,,,,,,,
Swan Lake 3,5941872,,,,,,,,
Alkali Lake 4A,5941873,,,,,,,,
Lezbye 6,5941876,,,,,,,,
Michel Gardens 36,5941879,,,,,,,,
Ulkatcho 14A,5941880,95.7,95.7,95.7,0,0,0,0,0
Baezaeko River 27,5941881,,,,,,,,
Alexandria,5941882,,,,,,,,
Anahim's Meadow,5941883,,,,,,,,
Garden,5941884,,,,,,,,
Little Springs,5941885,,,,,,,,
Dragon Lake 3,5941886,,,,,,,,
Alert Bay,5943008,35.7,30,28.6,0,0,0,0,64.3
Port McNeill,5943012,14.5,14.3,11.3,3,0,0,0,85.5
Port Alice,5943017,9.9,9.9,4.6,5.3,0,0,0,90.1
Port Hardy,5943023,20.8,19.8,16.6,2.9,0.3,0,1,79.2
Mount Waddington B,5943027,,,,,,,,
Mount Waddington C,5943031,11.7,10.4,9.1,1.3,0,0,0,88.3
Mount Waddington D,5943033,48.6,48.6,42.9,5.7,0,0,0,54.3
Mount Waddington A,5943037,9.7,9,2.1,6.9,0,0,0,90.3
Fort Rupert 1,5943804,83.3,83.3,83.3,0,0,0,0,16.7
Tsulquate 4,5943806,96.7,95.6,96.7,0,0,2.2,0,2.2
Dead Point 5,5943807,,,,,,,,
Gwayasdums 1,5943808,,,,,,,,
Hopetown 10A,5943809,,,,,,,,
Quaee 7,5943813,95.7,91.3,91.3,0,0,0,0,0
Kippase 2,5943815,95.5,93.2,95.5,0,0,0,0,4.5
Quatsino Subdivision 18,5943816,94,94,94,0,0,0,0,4
Thomas Point 5,5943817,,,,,,,,
Thomas Point 5A,5943826,,,,,,,,
Nimpkish 2,5943835,,,,,,,,
Hope Island 1,5943836,,,,,,,,
Alert Bay,5943837,97.3,97.3,97.3,0,0,0,0,4.1
Central Coast A,5945006,13.3,13.3,10,0,0,0,0,86.7
Central Coast C,5945010,20.6,19.8,16.8,2.3,0,0,0,79.4
Central Coast D,5945012,20.4,20.4,18.3,3.2,0,0,0,79.6
Central Coast E,5945014,33.3,33.3,33.3,0,0,0,0,61.1
Bella Bella 1,5945801,92,91.6,91.1,0.8,0,0,0,8.4
Bella Coola 1,5945802,97.9,97.3,96.8,0,0,0,0,1.6
Katit 1,5945803,100,100,93.8,0,0,0,0,12.5
Port Edward,5947007,50.6,49.4,41.6,6.7,0,0,0,49.4
Prince Rupert,5947012,37.3,36.2,33.3,2.9,0.1,0.2,0.9,62.7
North Coast A,5947016,0,0,0,0,0,0,0,88.9
North Coast C,5947021,,,,,,,,
Masset,5947023,48.1,47.5,45,1.9,0,0,0,51.3
Queen Charlotte,5947026,19.7,19.7,16.5,3.2,0,0,0,80.3
North Coast D,5947027,8.6,8.6,6.9,0,0,0,0,90.5
Port Clements,5947030,14.8,14.8,11.5,4.9,0,0,0,83.6
North Coast E,5947032,11.8,11.8,10.5,0,0,0,0,88.2
Kulkayu (Hartley Bay) 4A,5947802,92.3,92.3,92.3,0,0,0,0,0
Masset 1,5947803,96.8,94.7,95.8,0,0,0,2.1,3.2
Skidegate 1,5947804,90,87.9,87.1,1.4,0,1.4,1.4,9.3
Kulkayu (Hartley Bay) 4,5947806,100,90.9,90.9,0,0,0,0,0
Dolphin Island 1,5947807,100,100,100,0,0,0,0,0
Lax Kw'alaams 1,5947809,97.6,96.8,96,0,0,0,0,1.6
S1/2 Tsimpsean 2,5947810,,,,,,,,
Tlaa Gaa Aawtlaas 28,5947823,92.9,92.9,92.9,0,0,0,0,14.3
Kitimat,5949005,15.2,14.5,11.4,3,0,0.2,0.4,84.9
Terrace,5949011,22.3,21.9,19.1,2.9,0,0.3,0,77.7
Kitimat-Stikine C (Part 1),5949013,16.3,16.1,10.1,5.5,0,0.3,0,83.7
Kitimat-Stikine E,5949018,29.6,29.3,21.4,7.8,0,0,0,70.3
Kitimat-Stikine C (Part 2),5949020,,,,,,,,
Hazelton,5949022,58.7,58.7,56.5,0,0,0,0,43.5
New Hazelton,5949024,51.6,50.8,45.2,5.6,0,0,0,48.4
Kitimat-Stikine B,5949028,25.6,24.6,20.8,3.8,0,0.7,0,74.4
Stewart,5949032,12.9,10.9,6.9,5,0,0,0,87.1
Nisga'a,5949035,93.3,89.1,89.1,0,0,0,3.6,7
Kitimat-Stikine F,5949038,44.1,38.2,35.3,0,0,0,0,55.9
Kitimat-Stikine A,5949039,,,,,,,,
Kitimat-Stikine D,5949041,21.4,21.4,21.4,0,0,0,0,85.7
Kitasoo 1,5949802,100,100,100,0,0,0,0,0
Kitamaat 2,5949803,98,95,94.1,0,0,0,2,3
Kitsumkaylum 1,5949804,92.1,90.5,88.9,0,0,0,3.2,6.3
Kshish 4,5949805,,,,,,,,
Kulspai 6,5949807,100,100,100,0,0,0,0,0
Coryatsaqua (Moricetown) 2,5949810,100,100,100,0,0,0,0,0
Hagwilget 1,5949811,100,100,100,0,0,0,0,0
Gitanmaax 1,5949812,97.3,96.4,93.8,1.8,0,0,1.8,2.7
Kispiox 1,5949813,97.4,91.4,90.5,0,0,1.7,5.2,1.7
Gitsegukla 1,5949814,98.9,97.8,96.6,0,0,0,0,2.2
Gitanyow 1,5949815,100,100,98.8,0,0,0,0,0
Gitwangak 1,5949816,96.7,96.7,96.7,0,0,0,0,3.3
Moricetown 1,5949817,96.1,94.1,94.1,3.9,0,0,0,0
Sik-e-dakh 2,5949818,97.6,95.2,95.2,0,0,0,0,4.8
Babine 17,5949819,100,100,100,0,0,0,0,0
Bulkley River 19,5949820,94.3,97.1,97.1,0,0,0,0,5.7
Iskut 6,5949832,100,100,98.2,0,0,0,0,0
Guhthe Tah 12,5949843,96.6,96.6,96.6,0,0,0,0,0
Kitselas 1,5949844,96.6,94.8,94.8,0,0,0,0,5.2
Dease Lake 9,5949845,100,100,100,0,0,0,0,0
Tahltan 1,5949846,,,,,,,,
Telegraph Creek,5949847,100,100,100,0,0,0,0,0
Vanderhoof,5951007,11.1,10.7,8.5,2.2,0,0.2,0,88.8
Fraser Lake,5951009,20.2,19.7,17.6,2.1,0,0,0,79.8
Fort St. James,5951013,22.6,22.6,20.8,1.9,0,0,0,77.7
Bulkley-Nechako C,5951015,16.2,16.2,13.1,3.1,0,0,0,84.2
Bulkley-Nechako D,5951017,12.3,11.9,6.3,5.3,0,0,0,87.7
Bulkley-Nechako F,5951019,10.8,9.6,6.1,3.6,0,1,0,89.3
Burns Lake,5951022,20.7,20.4,17.5,2.6,0,0,0,79
Bulkley-Nechako B,5951028,24.9,23.8,19.1,4.7,0,1.5,0,75.1
Bulkley-Nechako E,5951031,11.1,10.1,7,3,0,0,0,88.9
Granisle,5951032,6.3,6.3,4.7,0,0,0,0,93.8
Houston,5951034,17.6,17.4,10.4,6.8,0,0,0,82.4
Telkwa,5951038,6.5,6.5,4.8,1.7,0,0,0,93.5
Smithers,5951043,10.5,9,7.3,1.6,0,0.4,1,89.6
