CSDUID,total_area_km2,canopy_area_km2,canopy_proportion
3534011,0.814189416924727,0.09141858167142566,11.228171205752414
3534021,4.211785558683089,0.2658615946002976,6.312325043524422
3537034,4.6235595413306765,0.46805887486922204,10.123344810100859
3537039,22.300228265867815,3.6271867648085805,16.265245008098255
3538019,0.9167177657479609,0.07590628250119623,8.280223787226747
3538030,11.536608170210844,1.4681242788830302,12.725787833151298
3538031,0.5687018577434952,0.03780156004705613,6.64699077950014
3539036,36.5693105394921,4.1616612354990075,11.380201524457856
3540028,1.3760345889696222,0.17879430483855258,12.993445533402918
3542029,1.0865619191910887,0.10149522754851029,9.340952020854026
