CSDUID,total_area_km2,canopy_area_km2,canopy_proportion
1001485,4.783093034139678,0.4302486472021876,8.995197127282625
1001517,3.065855883423088,0.096119753,3.1351686557206326
1001542,2.4838975746928846,0.085030834,3.4232826039460624
1005017,0.1716779833746981,0.004256699,2.4794673124348865
1102075,5.665669033546604,0.4978507979241456,8.787149319459987
1102080,2.231020175639956,0.2432287726406379,10.902132365112704
1103014,0.3064940536526898,0.021949874,7.161598676
1103025,2.587955389047207,0.2052723311261197,7.931834219
1202006,1.3285993791069248,0.1362351532886218,10.254043124737736
1203006,0.4863440188715631,0.062640897,12.879956329084065
1206004,1.4088322119998935,0.2714605515441872,19.268479896469582
1206006,0.6118746651822498,0.085499688,13.973399024153563
1207024,0.6724643759295041,0.1017517756321353,15.131177096406091
1211011,1.562743313991658,0.139035368,8.896878106496077
1212009,0.9361946297095056,0.114164187,12.194492860099649
1212014,1.5655344921667282,0.2290993793624411,14.633940070228888
1214002,0.7544643233167468,0.056610674,7.503426297
1303012,2.349883900689347,0.116063166,4.939102147770812
1305022,0.9781980260460916,0.111749199,11.423985319628375
1306020,2.789957411837624,0.2937879508168041,10.530194818396843
2473020,2.154881753662618,0.6106406362221951,28.33754730088085
2473025,1.2014329131933186,0.3076064654759795,25.603299368450344
2473030,1.1020335672444057,0.1628307232388109,14.775477633223389
2475017,9.534719397,0.986496138,10.346357312270367
2476055,0.3016304293253629,0.032043286,10.623359943075624
2480050,0.4867438557346129,0.025240925,5.185668929542089
2481017,30.988433201228204,3.093881413859414,9.983987876278915
2483065,0.7512716539006414,0.071609305,9.531745866131294
2484060,0.3673731891570103,0.060708643,16.525060704584092
2485025,0.550770082,0.072018815,13.076021641526289
2489804,0.1902215276895926,0.038175282,20.06885483404685
3501012,5.678593553792478,0.5092999393198564,8.968769018
3502008,1.1922221134994098,0.082271921,6.900720950779557
3502044,0.6503880252109874,0.016625594,2.5562576409182256
3507008,0.7100195541195673,0.061435646,8.652669559575282
3507015,2.7351153399710126,0.3142028387096426,11.487736334840369
3507024,0.9386439339879908,0.1154111234927548,12.295516895571977
3509004,1.3591613793699866,0.1376932030725689,10.130747177086064
3509021,1.0073832501426123,0.1309611954248213,13.000136284406311
3509028,1.5922522474159448,0.1232117291835203,7.738204130876862
3543052,3.825654794422341,0.5189734405200593,13.56561081456442
3543064,5.628826472609849,1.1482629554356294,20.39968652476914
3543074,2.733496128181086,0.4265452904215604,15.604386120180488
3547002,1.4723136242802553,0.075367042,5.118952953979568
3547048,1.3323820941585391,0.1044816238424739,7.841716298991465
3547064,1.969944784015764,0.1659631572023059,8.424761879060764
3548021,0.5048186919522123,0.04262774,8.444168226634647
3549032,1.4090378330866355,0.2705732396998804,19.20269515454835
3554052,0.326635271,0.022229844,6.805708256102497
4601060,0.2786184453676955,0.041659897,14.952311148836865
4602037,0.2068701400851819,0.012027213,5.813894969868229
4602044,2.8274942426717065,0.1069201853541857,3.781446615896786
4602046,0.8562295675526894,0.02735016,3.194255510843385
4602061,0.3944099810390912,0.01544803,3.916744238035233
4603040,0.9059907931460252,0.1571020646387626,17.340359949269523
4603050,2.334711745035744,0.28664526,12.277543905807375
4603053,1.6794460865465524,0.2571266932471572,15.31020824704693
4603074,0.6717303135101113,0.1205319029056783,17.94349614443357
4607062,7.628380602,1.1776104431637209,15.437227172686836
4609029,3.044160756394499,0.3859222593115938,12.67745990420952
4702047,2.060252404740943,0.2450933553597526,11.89627808688668
4703036,0.6226015783211158,0.051980241,8.348877157107538
4704048,0.597172147,0.099742471,16.70246529289317
4705016,0.3099711171011374,0.036024033,11.621738712807336
4705052,0.6995012318104882,0.055428398,7.923988597700927
4706027,25.89824438559098,4.641652886474799,17.92265459143353
4706030,0.7973788410298027,0.038369479,4.811951038083511
4706031,0.6497457351653103,0.021356355,3.286878843203657
4706039,0.5960792773154775,0.068533366,11.49735766701951
4707037,0.2293260131920222,0.012268635,5.349866357097143
4707039,6.7462632654312085,0.8461443368550452,12.542415016484853
4708004,3.895265831467417,0.3018097696360058,7.748117399276667
4709012,3.4322068836995885,0.401718432,11.70437696861036
4710068,0.4828939616788574,0.054228117,11.22981873
4711066,30.55672780536061,2.8929487202387425,9.46746896
4711068,1.863090089620944,0.03220508,1.728584143632949
4711070,1.280970806,0.009018336,0.7040235027258915
4711073,0.3287726959953298,0.017087117,5.197243264098942
4711075,0.2712216607910154,0.010254271,3.780771571787629
4713051,0.3103187066807233,0.009842098,3.171609745986069
4714044,0.8186337691256252,0.091465235,11.172912499768126
4714051,1.6341047281916643,0.173282732,10.604138716344911
4714076,1.202051849306925,0.09345359,7.774505734
4715008,1.455000974157616,0.032113042,2.207080467997616
4715028,0.3011494690059901,0.038115321,12.65661243704674
4715066,6.158213356664365,0.9121027858703136,14.811159228240184
4715068,0.2651622484582001,0.0190553,7.186279529135528
4716029,3.421607857,0.394172907,11.520107597300704
4810039,4.571944256353828,0.108388775,2.370737029
4717052,1.1859930789506878,0.057284549,4.830091338643729
4801006,10.113007366312427,0.8135215679533374,8.044309061449614
4802008,0.9322752632100476,0.020403628,2.188584104818286
4802009,0.3792535409219049,0.005532262,1.4587239126684357
4802012,13.948362352901484,1.1362308449122425,8.145980267539352
4802013,0.3173851563040958,0.006864825,2.162931880920175
4802014,0.2409063993195854,0.015721265,6.525881229618085
4802018,0.3166104044801434,0.015666333,4.948142080514178
4802019,1.5682054823248377,0.065090847,4.150658014
4802022,1.778925476926723,0.085847387,4.825800061760198
4802029,0.344175701,0.016572523,4.815134576
